match,home_team,away_team,market_name,home_price,tie_price,away_price,agency
Guyana Amazon Warriors v Trinbago Knight Riders,Guyana Amazon Warriors,Trinbago Knight Riders,Highest Opening Partnership,1.87,34,1.9,TAB
