match,market,team,home_team,away_team,line,over_price,under_price,agency
Guyana Amazon Warriors v Trinbago Knight Riders,Fall of 1st Wicket - Team,Guyana Amazon Warriors,Guyana Amazon Warriors,Trinbago Knight Riders,18.5,1.83,1.83,Sportsbet
