match,start_time,market_name,home_team,home_win,away_team,away_win,margin,agency
Sydney Sixers v Brisbane Heat,2025-01-03T07:05:00Z,Head To Head,Sydney Sixers,1.8,Brisbane Heat,2.02,1.051,BetRight
Perth Scorchers v Sydney Thunder,2025-01-03T10:15:00Z,Head To Head,Perth Scorchers,1.71,Sydney Thunder,2.14,1.052,BetRight
Hobart Hurricanes v Adelaide Strikers,2025-01-05T08:15:00Z,Head To Head,Hobart Hurricanes,1.8,Adelaide Strikers,2.02,1.051,BetRight
