match,market_name,home_team,away_team,home_win,away_win,agency,margin
St Kitts and Nevis Patriots v Antigua and Barbuda Falcons,Head To Head,St Kitts and Nevis Patriots,Antigua and Barbuda Falcons,1.75,2.05,TAB,1.059
