match,start_time,market_name,home_team,home_win,away_team,away_win,margin,agency
United Arab Emirates v United States of America,2024-09-30T12:00:00Z,Head To Head,United States of America,1.95,United Arab Emirates,1.85,1.053,BetRight
Canada v Oman,2024-09-30T16:00:00Z,Head To Head,Oman,1.57,Canada,2.4,1.054,BetRight
