match,market,home_team,away_team,player_name,player_team,opposition_team,line,over_price,under_price,agency
Scotland v Australia,Player Wickets,Scotland,Australia,Brad Wheal,Scotland,Australia,0.5,1.57,NA,TopSport
Scotland v Australia,Player Wickets,Scotland,Australia,Brad Wheal,Scotland,Australia,1.5,3.4,1.27,TopSport
Scotland v Australia,Player Wickets,Scotland,Australia,Brad Wheal,Scotland,Australia,2.5,5,NA,TopSport
Scotland v Australia,Player Wickets,Scotland,Australia,Brad Wheal,Scotland,Australia,3.5,11,NA,TopSport
Scotland v Australia,Player Wickets,Scotland,Australia,Mark Watt,Scotland,Australia,0.5,1.53,NA,TopSport
Scotland v Australia,Player Wickets,Scotland,Australia,Mark Watt,Scotland,Australia,1.5,3,1.32,TopSport
Scotland v Australia,Player Wickets,Scotland,Australia,Mark Watt,Scotland,Australia,2.5,5,NA,TopSport
Scotland v Australia,Player Wickets,Scotland,Australia,Mark Watt,Scotland,Australia,3.5,11,NA,TopSport
Scotland v Australia,Player Wickets,Scotland,Australia,Riley Meredith,Australia,Scotland,0.5,1.1,NA,TopSport
Scotland v Australia,Player Wickets,Scotland,Australia,Riley Meredith,Australia,Scotland,1.5,1.85,1.85,TopSport
Scotland v Australia,Player Wickets,Scotland,Australia,Riley Meredith,Australia,Scotland,2.5,3,NA,TopSport
Scotland v Australia,Player Wickets,Scotland,Australia,Riley Meredith,Australia,Scotland,3.5,5,NA,TopSport
Scotland v Australia,Player Wickets,Scotland,Australia,Xavier Bartlett,Australia,Scotland,0.5,1.14,NA,TopSport
Scotland v Australia,Player Wickets,Scotland,Australia,Xavier Bartlett,Australia,Scotland,1.5,1.95,1.76,TopSport
Scotland v Australia,Player Wickets,Scotland,Australia,Xavier Bartlett,Australia,Scotland,2.5,3,NA,TopSport
Scotland v Australia,Player Wickets,Scotland,Australia,Xavier Bartlett,Australia,Scotland,3.5,5.5,NA,TopSport
