match,market,team,line,over_price,under_price,agency
Scotland v Australia,Fall of 1st Wicket - Team,Australia,30.5,1.85,1.85,TAB
Scotland v Australia,Fall of 1st Wicket - Team,Scotland,17.5,2,1.72,TAB
