match,market,team,line,over_price,under_price,agency
Afghanistan v India,Team Total 4s,Afghanistan,10.5,2.2,1.62,TAB
Afghanistan v India,Team Total 4s,India,13.5,2.1,1.68,TAB
Australia v Bangladesh,Team Total 4s,Australia,13.5,2,1.75,TAB
Australia v Bangladesh,Team Total 4s,Bangladesh,9.5,1.95,1.8,TAB
