match,start_time,market_name,home_team,home_win,away_team,away_win,margin,agency
Kolkata Knight Riders v Gujarat Titans,2025-04-21T14:00:00Z,Head To Head,Kolkata Knight Riders,1.77,Gujarat Titans,2.05,1.053,BetRight
Lucknow Super Giants v Delhi Capitals,2025-04-22T14:00:00Z,Head To Head,Lucknow Super Giants,1.86,Delhi Capitals,1.94,1.053,BetRight
Sunrisers Hyderabad v Mumbai Indians,2025-04-23T14:00:00Z,Head To Head,Sunrisers Hyderabad,2.24,Mumbai Indians,1.65,1.052,BetRight
Royal Challengers Bangalore v Rajasthan Royals,2025-04-24T14:00:00Z,Head To Head,Royal Challengers Bangalore,1.71,Rajasthan Royals,2.14,1.052,BetRight
