match,market_name,home_team,home_win,away_team,away_win,margin,agency
Gujarat Titans v Delhi Capitals,Head To Head,Gujarat Titans,1.7,Delhi Capitals,2.11,1.062,Sportsbet
Rajasthan Royals v Lucknow Super Giants,Head To Head,Rajasthan Royals,2.01,Lucknow Super Giants,1.77,1.062,Sportsbet
Punjab Kings v Royal Challengers Bengaluru,Head To Head,Punjab Kings,1.93,Royal Challengers Bengaluru,1.83,1.065,Sportsbet
Mumbai Indians v Chennai Super Kings,Head To Head,Mumbai Indians,1.54,Chennai Super Kings,2.43,1.061,Sportsbet
