match,market,home_team,away_team,player_name,player_team,opposition_team,price,agency
Gujarat Titans v Delhi Capitals,Top Team Wicket Taker,Gujarat Titans,Delhi Capitals,Gerald Coetzee,Gujarat Titans,Delhi Capitals,4.6,Sportsbet
Gujarat Titans v Delhi Capitals,Top Team Wicket Taker,Gujarat Titans,Delhi Capitals,Ishant Sharma,Gujarat Titans,Delhi Capitals,6.25,Sportsbet
Gujarat Titans v Delhi Capitals,Top Team Wicket Taker,Gujarat Titans,Delhi Capitals,Mohammed Siraj,Gujarat Titans,Delhi Capitals,4,Sportsbet
Gujarat Titans v Delhi Capitals,Top Team Wicket Taker,Gujarat Titans,Delhi Capitals,Rashid Khan,Gujarat Titans,Delhi Capitals,4.1,Sportsbet
Gujarat Titans v Delhi Capitals,Top Team Wicket Taker,Gujarat Titans,Delhi Capitals,Kulwant Khejroliya,Gujarat Titans,Delhi Capitals,5.6,Sportsbet
Gujarat Titans v Delhi Capitals,Top Team Wicket Taker,Gujarat Titans,Delhi Capitals,Sai Kishore,Gujarat Titans,Delhi Capitals,5.2,Sportsbet
Gujarat Titans v Delhi Capitals,Top Team Wicket Taker,Gujarat Titans,Delhi Capitals,Mohd Arshad Khan,Gujarat Titans,Delhi Capitals,8.75,Sportsbet
Gujarat Titans v Delhi Capitals,Top Team Wicket Taker,Gujarat Titans,Delhi Capitals,Karim Janat,Gujarat Titans,Delhi Capitals,9.25,Sportsbet
Gujarat Titans v Delhi Capitals,Top Team Wicket Taker,Gujarat Titans,Delhi Capitals,Prasidh Krishna,Gujarat Titans,Delhi Capitals,4,Sportsbet
Gujarat Titans v Delhi Capitals,Top Team Wicket Taker,Gujarat Titans,Delhi Capitals,Washington Sundar,Gujarat Titans,Delhi Capitals,8.5,Sportsbet
Rajasthan Royals v Lucknow Super Giants,Top Team Wicket Taker,Rajasthan Royals,Lucknow Super Giants,Akash Mandwaal,Rajasthan Royals,Lucknow Super Giants,4.7,Sportsbet
