match,market,home_team,away_team,player_name,player_team,opposition_team,price,agency
Kolkata v Gujarat,Top Team Wicket Taker,Kolkata,Gujarat,Mohammed Siraj,Gjt,Kolkata,4.2,TAB
Kolkata v Gujarat,Top Team Wicket Taker,Kolkata,Gujarat,Prasidh Krishna,Gjt,Kolkata,4.2,TAB
Kolkata v Gujarat,Top Team Wicket Taker,Kolkata,Gujarat,Rashid Khan,Gjt,Kolkata,4.2,TAB
Kolkata v Gujarat,Top Team Wicket Taker,Kolkata,Gujarat,Sai Kishore,Gjt,Kolkata,4.2,TAB
Kolkata v Gujarat,Top Team Wicket Taker,Kolkata,Gujarat,Gerald Coetzee,Gjt,Kolkata,4.5,TAB
Kolkata v Gujarat,Top Team Wicket Taker,Kolkata,Gujarat,Ishant Sharma,Gjt,Kolkata,5.5,TAB
Kolkata v Gujarat,Top Team Wicket Taker,Kolkata,Gujarat,Arshad Khan,Gjt,Kolkata,5.5,TAB
Kolkata v Gujarat,Top Team Wicket Taker,Kolkata,Gujarat,Washington Sundar,Gjt,Kolkata,7,TAB
Kolkata v Gujarat,Top Team Wicket Taker,Kolkata,Gujarat,Jayant Yadav,Gjt,Kolkata,7,TAB
Kolkata v Gujarat,Top Team Wicket Taker,Kolkata,Gujarat,Karim Janat,Gjt,Kolkata,8,TAB
Kolkata v Gujarat,Top Team Wicket Taker,Kolkata,Gujarat,Dasun Shanaka,Gjt,Kolkata,8.5,TAB
Kolkata v Gujarat,Top Team Wicket Taker,Kolkata,Gujarat,Rahul Tewatia,Gjt,Kolkata,10,TAB
Kolkata v Gujarat,Top Team Wicket Taker,Kolkata,Gujarat,Mahipal Lomror,Gjt,Kolkata,13,TAB
Kolkata v Gujarat,Top Team Wicket Taker,Kolkata,Gujarat,Varun Chakaravarthy,Kta,Kolkata,3.4,TAB
Kolkata v Gujarat,Top Team Wicket Taker,Kolkata,Gujarat,Harshit Rana,Kta,Kolkata,4,TAB
Kolkata v Gujarat,Top Team Wicket Taker,Kolkata,Gujarat,Sunil Narine,Kta,Kolkata,4.5,TAB
Kolkata v Gujarat,Top Team Wicket Taker,Kolkata,Gujarat,Anrich Nortje,Kta,Kolkata,4.5,TAB
Kolkata v Gujarat,Top Team Wicket Taker,Kolkata,Gujarat,Spencer Johnson,Kta,Kolkata,4.5,TAB
Kolkata v Gujarat,Top Team Wicket Taker,Kolkata,Gujarat,Vaibhav Arora,Kta,Kolkata,5,TAB
Kolkata v Gujarat,Top Team Wicket Taker,Kolkata,Gujarat,Chetan Sakariya,Kta,Kolkata,5,TAB
Kolkata v Gujarat,Top Team Wicket Taker,Kolkata,Gujarat,Mayank Markande,Kta,Kolkata,5,TAB
Kolkata v Gujarat,Top Team Wicket Taker,Kolkata,Gujarat,Andre Russell,Kta,Kolkata,6,TAB
Kolkata v Gujarat,Top Team Wicket Taker,Kolkata,Gujarat,Moeen Ali,Kta,Kolkata,6.5,TAB
Kolkata v Gujarat,Top Team Wicket Taker,Kolkata,Gujarat,Anukul Roy,Kta,Kolkata,12,TAB
Kolkata v Gujarat,Top Team Wicket Taker,Kolkata,Gujarat,Venkatesh Iyer,Kta,Kolkata,17,TAB
Kolkata v Gujarat,Top Team Wicket Taker,Kolkata,Gujarat,Ramandeep Singh,Kta,Kolkata,17,TAB
Lucknow v Delhi,Top Team Wicket Taker,Lucknow,Delhi,Kuldeep Yadav,Del,Lucknow,3.8,TAB
Lucknow v Delhi,Top Team Wicket Taker,Lucknow,Delhi,Mitchell Starc,Del,Lucknow,4,TAB
Lucknow v Delhi,Top Team Wicket Taker,Lucknow,Delhi,Dushmantha Chameera,Del,Lucknow,4.5,TAB
Lucknow v Delhi,Top Team Wicket Taker,Lucknow,Delhi,T Natarajan,Del,Lucknow,4.5,TAB
Lucknow v Delhi,Top Team Wicket Taker,Lucknow,Delhi,Vipraj Nigam,Del,Lucknow,5,TAB
Lucknow v Delhi,Top Team Wicket Taker,Lucknow,Delhi,Mukesh Kumar,Del,Lucknow,5,TAB
Lucknow v Delhi,Top Team Wicket Taker,Lucknow,Delhi,Mohit Sharma,Del,Lucknow,5,TAB
Lucknow v Delhi,Top Team Wicket Taker,Lucknow,Delhi,Axar Patel,Del,Lucknow,5.5,TAB
Lucknow v Delhi,Top Team Wicket Taker,Lucknow,Delhi,Ajay Mandal,Del,Lucknow,7.5,TAB
Lucknow v Delhi,Top Team Wicket Taker,Lucknow,Delhi,Donovan Ferreira,Del,Lucknow,11,TAB
Lucknow v Delhi,Top Team Wicket Taker,Lucknow,Delhi,Madhav Tiwari,Del,Lucknow,11,TAB
Lucknow v Delhi,Top Team Wicket Taker,Lucknow,Delhi,Tristan Stubbs,Del,Lucknow,21,TAB
Lucknow v Delhi,Top Team Wicket Taker,Lucknow,Delhi,Avesh Khan,Lcw,Lucknow,4,TAB
Lucknow v Delhi,Top Team Wicket Taker,Lucknow,Delhi,Ravi Bishnoi,Lcw,Lucknow,4.2,TAB
Lucknow v Delhi,Top Team Wicket Taker,Lucknow,Delhi,Shardul Thakur,Lcw,Lucknow,4.2,TAB
Lucknow v Delhi,Top Team Wicket Taker,Lucknow,Delhi,Digvesh Rathi,Lcw,Lucknow,4.2,TAB
Lucknow v Delhi,Top Team Wicket Taker,Lucknow,Delhi,Shamar Joseph,Lcw,Lucknow,4.5,TAB
Lucknow v Delhi,Top Team Wicket Taker,Lucknow,Delhi,Akash Deep,Lcw,Lucknow,4.5,TAB
Lucknow v Delhi,Top Team Wicket Taker,Lucknow,Delhi,Prince Yadav,Lcw,Lucknow,5.5,TAB
Lucknow v Delhi,Top Team Wicket Taker,Lucknow,Delhi,Shahbaz Ahmed,Lcw,Lucknow,6,TAB
Lucknow v Delhi,Top Team Wicket Taker,Lucknow,Delhi,Akash Singh,Lcw,Lucknow,6.5,TAB
Lucknow v Delhi,Top Team Wicket Taker,Lucknow,Delhi,Manimaran Siddharth,Lcw,Lucknow,6.5,TAB
Lucknow v Delhi,Top Team Wicket Taker,Lucknow,Delhi,Aiden Markram,Lcw,Lucknow,10,TAB
