match,home_team,away_team,market,player_name,line,over_price,agency
Kolkata v Gujarat,Kolkata,Gujarat,Player Wickets,Prasidh Krishna,0.5,1.25,TAB
Kolkata v Gujarat,Kolkata,Gujarat,Player Wickets,Mohammed Siraj,0.5,1.28,TAB
Kolkata v Gujarat,Kolkata,Gujarat,Player Wickets,Arshad Khan,0.5,1.48,TAB
Kolkata v Gujarat,Kolkata,Gujarat,Player Wickets,Rashid Khan,0.5,1.28,TAB
Kolkata v Gujarat,Kolkata,Gujarat,Player Wickets,Anrich Nortje,0.5,1.28,TAB
Kolkata v Gujarat,Kolkata,Gujarat,Player Wickets,Harshit Rana,0.5,1.2,TAB
Kolkata v Gujarat,Kolkata,Gujarat,Player Wickets,Sunil Narine,0.5,1.42,TAB
Kolkata v Gujarat,Kolkata,Gujarat,Player Wickets,Varun Chakaravarthy,0.5,1.25,TAB
Kolkata v Gujarat,Kolkata,Gujarat,Player Wickets,Prasidh Krishna,1.5,2.4,TAB
Kolkata v Gujarat,Kolkata,Gujarat,Player Wickets,Mohammed Siraj,1.5,2.5,TAB
Kolkata v Gujarat,Kolkata,Gujarat,Player Wickets,Rashid Khan,1.5,2.5,TAB
Kolkata v Gujarat,Kolkata,Gujarat,Player Wickets,Arshad Khan,1.5,3.5,TAB
Kolkata v Gujarat,Kolkata,Gujarat,Player Wickets,Harshit Rana,1.5,2.1,TAB
Kolkata v Gujarat,Kolkata,Gujarat,Player Wickets,Varun Chakaravarthy,1.5,2.4,TAB
Kolkata v Gujarat,Kolkata,Gujarat,Player Wickets,Anrich Nortje,1.5,2.5,TAB
Kolkata v Gujarat,Kolkata,Gujarat,Player Wickets,Sunil Narine,1.5,3.25,TAB
Kolkata v Gujarat,Kolkata,Gujarat,Player Wickets,Prasidh Krishna,2.5,6.5,TAB
Kolkata v Gujarat,Kolkata,Gujarat,Player Wickets,Mohammed Siraj,2.5,7,TAB
Kolkata v Gujarat,Kolkata,Gujarat,Player Wickets,Rashid Khan,2.5,7,TAB
Kolkata v Gujarat,Kolkata,Gujarat,Player Wickets,Arshad Khan,2.5,13,TAB
Kolkata v Gujarat,Kolkata,Gujarat,Player Wickets,Harshit Rana,2.5,4.5,TAB
Kolkata v Gujarat,Kolkata,Gujarat,Player Wickets,Varun Chakaravarthy,2.5,6.5,TAB
Kolkata v Gujarat,Kolkata,Gujarat,Player Wickets,Anrich Nortje,2.5,7,TAB
Kolkata v Gujarat,Kolkata,Gujarat,Player Wickets,Sunil Narine,2.5,11,TAB
Lucknow v Delhi,Lucknow,Delhi,Player Wickets,Kuldeep Yadav,0.5,1.22,TAB
Lucknow v Delhi,Lucknow,Delhi,Player Wickets,Mitchell Starc,0.5,1.25,TAB
Lucknow v Delhi,Lucknow,Delhi,Player Wickets,Mukesh Kumar,0.5,1.38,TAB
Lucknow v Delhi,Lucknow,Delhi,Player Wickets,Axar Patel,0.5,1.48,TAB
Lucknow v Delhi,Lucknow,Delhi,Player Wickets,Digvesh Rathi,0.5,1.42,TAB
Lucknow v Delhi,Lucknow,Delhi,Player Wickets,Shardul Thakur,0.5,1.33,TAB
Lucknow v Delhi,Lucknow,Delhi,Player Wickets,Ravi Bishnoi,0.5,1.28,TAB
Lucknow v Delhi,Lucknow,Delhi,Player Wickets,Avesh Khan,0.5,1.28,TAB
Lucknow v Delhi,Lucknow,Delhi,Player Wickets,Kuldeep Yadav,1.5,2.2,TAB
Lucknow v Delhi,Lucknow,Delhi,Player Wickets,Mitchell Starc,1.5,2.3,TAB
Lucknow v Delhi,Lucknow,Delhi,Player Wickets,Mukesh Kumar,1.5,3,TAB
Lucknow v Delhi,Lucknow,Delhi,Player Wickets,Axar Patel,1.5,3.5,TAB
Lucknow v Delhi,Lucknow,Delhi,Player Wickets,Ravi Bishnoi,1.5,2.5,TAB
Lucknow v Delhi,Lucknow,Delhi,Player Wickets,Avesh Khan,1.5,2.5,TAB
Lucknow v Delhi,Lucknow,Delhi,Player Wickets,Shardul Thakur,1.5,2.75,TAB
Lucknow v Delhi,Lucknow,Delhi,Player Wickets,Digvesh Rathi,1.5,3.25,TAB
Lucknow v Delhi,Lucknow,Delhi,Player Wickets,Kuldeep Yadav,2.5,5,TAB
Lucknow v Delhi,Lucknow,Delhi,Player Wickets,Mitchell Starc,2.5,5.5,TAB
Lucknow v Delhi,Lucknow,Delhi,Player Wickets,Mukesh Kumar,2.5,10,TAB
Lucknow v Delhi,Lucknow,Delhi,Player Wickets,Axar Patel,2.5,13,TAB
Lucknow v Delhi,Lucknow,Delhi,Player Wickets,Ravi Bishnoi,2.5,7,TAB
Lucknow v Delhi,Lucknow,Delhi,Player Wickets,Avesh Khan,2.5,7,TAB
Lucknow v Delhi,Lucknow,Delhi,Player Wickets,Shardul Thakur,2.5,8.5,TAB
Lucknow v Delhi,Lucknow,Delhi,Player Wickets,Digvesh Rathi,2.5,11,TAB
Hyderabad v Mumbai,Hyderabad,Mumbai,Player Wickets,Eshan Malinga,0.5,1.48,TAB
Hyderabad v Mumbai,Hyderabad,Mumbai,Player Wickets,Harshal Patel,0.5,1.28,TAB
Hyderabad v Mumbai,Hyderabad,Mumbai,Player Wickets,Mohammed Shami,0.5,1.25,TAB
Hyderabad v Mumbai,Hyderabad,Mumbai,Player Wickets,Patrick Cummins,0.5,1.33,TAB
