match,market,home_team,away_team,player_name,line,over_price,agency
Kolkata v Gujarat,Number of 4s,Kolkata,Gujarat,Sai Sudharsan,0.5,1.12,TAB
Kolkata v Gujarat,Number of 4s,Kolkata,Gujarat,Shubman Gill,0.5,1.15,TAB
Kolkata v Gujarat,Number of 4s,Kolkata,Gujarat,Joseph Buttler,0.5,1.18,TAB
Kolkata v Gujarat,Number of 4s,Kolkata,Gujarat,Sherfane Rutherford,0.5,1.42,TAB
Kolkata v Gujarat,Number of 4s,Kolkata,Gujarat,Ajinkya Rahane,0.5,1.25,TAB
Kolkata v Gujarat,Number of 4s,Kolkata,Gujarat,Quinton de Kock,0.5,1.25,TAB
Kolkata v Gujarat,Number of 4s,Kolkata,Gujarat,Angkrish Raghuvanshi,0.5,1.25,TAB
Kolkata v Gujarat,Number of 4s,Kolkata,Gujarat,Sunil Narine,0.5,1.35,TAB
Kolkata v Gujarat,Number of 4s,Kolkata,Gujarat,Sai Sudharsan,1.5,1.25,TAB
Kolkata v Gujarat,Number of 4s,Kolkata,Gujarat,Shubman Gill,1.5,1.3,TAB
Kolkata v Gujarat,Number of 4s,Kolkata,Gujarat,Joseph Buttler,1.5,1.36,TAB
Kolkata v Gujarat,Number of 4s,Kolkata,Gujarat,Sherfane Rutherford,1.5,1.87,TAB
Kolkata v Gujarat,Number of 4s,Kolkata,Gujarat,Ajinkya Rahane,1.5,1.55,TAB
Kolkata v Gujarat,Number of 4s,Kolkata,Gujarat,Quinton de Kock,1.5,1.55,TAB
Kolkata v Gujarat,Number of 4s,Kolkata,Gujarat,Angkrish Raghuvanshi,1.5,1.55,TAB
Kolkata v Gujarat,Number of 4s,Kolkata,Gujarat,Sunil Narine,1.5,1.7,TAB
Kolkata v Gujarat,Number of 4s,Kolkata,Gujarat,Sai Sudharsan,2.5,1.5,TAB
Kolkata v Gujarat,Number of 4s,Kolkata,Gujarat,Shubman Gill,2.5,1.6,TAB
Kolkata v Gujarat,Number of 4s,Kolkata,Gujarat,Joseph Buttler,2.5,1.75,TAB
Kolkata v Gujarat,Number of 4s,Kolkata,Gujarat,Sherfane Rutherford,2.5,2.75,TAB
Kolkata v Gujarat,Number of 4s,Kolkata,Gujarat,Ajinkya Rahane,2.5,2.1,TAB
Kolkata v Gujarat,Number of 4s,Kolkata,Gujarat,Quinton de Kock,2.5,2.1,TAB
Kolkata v Gujarat,Number of 4s,Kolkata,Gujarat,Angkrish Raghuvanshi,2.5,2.1,TAB
Kolkata v Gujarat,Number of 4s,Kolkata,Gujarat,Sunil Narine,2.5,2.4,TAB
Kolkata v Gujarat,Number of 4s,Kolkata,Gujarat,Sai Sudharsan,3.5,1.7,TAB
Kolkata v Gujarat,Number of 4s,Kolkata,Gujarat,Shubman Gill,3.5,2,TAB
Kolkata v Gujarat,Number of 4s,Kolkata,Gujarat,Joseph Buttler,3.5,2.2,TAB
Kolkata v Gujarat,Number of 4s,Kolkata,Gujarat,Sherfane Rutherford,3.5,3.5,TAB
Kolkata v Gujarat,Number of 4s,Kolkata,Gujarat,Ajinkya Rahane,3.5,2.7,TAB
Kolkata v Gujarat,Number of 4s,Kolkata,Gujarat,Quinton de Kock,3.5,2.7,TAB
Kolkata v Gujarat,Number of 4s,Kolkata,Gujarat,Angkrish Raghuvanshi,3.5,2.7,TAB
Kolkata v Gujarat,Number of 4s,Kolkata,Gujarat,Sunil Narine,3.5,3,TAB
Kolkata v Gujarat,Number of 4s,Kolkata,Gujarat,Sai Sudharsan,4.5,2.1,TAB
Kolkata v Gujarat,Number of 4s,Kolkata,Gujarat,Shubman Gill,4.5,2.5,TAB
Kolkata v Gujarat,Number of 4s,Kolkata,Gujarat,Joseph Buttler,4.5,3,TAB
