match,market,home_team,away_team,player_name,line,over_price,agency
Kolkata v Gujarat,Number of 4s,Kolkata,Gujarat,Sherfane Rutherford,4.5,5.5,TAB
Kolkata v Gujarat,Number of 4s,Kolkata,Gujarat,Ajinkya Rahane,4.5,3.8,TAB
Kolkata v Gujarat,Number of 4s,Kolkata,Gujarat,Quinton de Kock,4.5,3.8,TAB
Kolkata v Gujarat,Number of 4s,Kolkata,Gujarat,Angkrish Raghuvanshi,4.5,3.8,TAB
Kolkata v Gujarat,Number of 4s,Kolkata,Gujarat,Sunil Narine,4.5,4.5,TAB
Kolkata v Gujarat,Number of 6s,Kolkata,Gujarat,Sherfane Rutherford,0.5,1.4,TAB
Kolkata v Gujarat,Number of 6s,Kolkata,Gujarat,Sai Sudharsan,0.5,1.55,TAB
Kolkata v Gujarat,Number of 6s,Kolkata,Gujarat,Joseph Buttler,0.5,1.65,TAB
Kolkata v Gujarat,Number of 6s,Kolkata,Gujarat,Shubman Gill,0.5,1.75,TAB
Kolkata v Gujarat,Number of 6s,Kolkata,Gujarat,Ajinkya Rahane,0.5,1.55,TAB
Kolkata v Gujarat,Number of 6s,Kolkata,Gujarat,Sunil Narine,0.5,1.55,TAB
Kolkata v Gujarat,Number of 6s,Kolkata,Gujarat,Angkrish Raghuvanshi,0.5,1.55,TAB
Kolkata v Gujarat,Number of 6s,Kolkata,Gujarat,Quinton de Kock,0.5,1.75,TAB
Kolkata v Gujarat,Number of 6s,Kolkata,Gujarat,Sherfane Rutherford,1.5,1.8,TAB
Kolkata v Gujarat,Number of 6s,Kolkata,Gujarat,Sai Sudharsan,1.5,2.15,TAB
Kolkata v Gujarat,Number of 6s,Kolkata,Gujarat,Joseph Buttler,1.5,2.4,TAB
Kolkata v Gujarat,Number of 6s,Kolkata,Gujarat,Shubman Gill,1.5,2.6,TAB
Kolkata v Gujarat,Number of 6s,Kolkata,Gujarat,Ajinkya Rahane,1.5,2.15,TAB
Kolkata v Gujarat,Number of 6s,Kolkata,Gujarat,Sunil Narine,1.5,2.15,TAB
Kolkata v Gujarat,Number of 6s,Kolkata,Gujarat,Angkrish Raghuvanshi,1.5,2.15,TAB
Kolkata v Gujarat,Number of 6s,Kolkata,Gujarat,Quinton de Kock,1.5,2.6,TAB
Kolkata v Gujarat,Number of 6s,Kolkata,Gujarat,Sherfane Rutherford,2.5,2.25,TAB
Kolkata v Gujarat,Number of 6s,Kolkata,Gujarat,Sai Sudharsan,2.5,2.9,TAB
Kolkata v Gujarat,Number of 6s,Kolkata,Gujarat,Joseph Buttler,2.5,3.5,TAB
Kolkata v Gujarat,Number of 6s,Kolkata,Gujarat,Shubman Gill,2.5,4,TAB
Kolkata v Gujarat,Number of 6s,Kolkata,Gujarat,Ajinkya Rahane,2.5,2.9,TAB
Kolkata v Gujarat,Number of 6s,Kolkata,Gujarat,Sunil Narine,2.5,2.9,TAB
Kolkata v Gujarat,Number of 6s,Kolkata,Gujarat,Angkrish Raghuvanshi,2.5,2.9,TAB
Kolkata v Gujarat,Number of 6s,Kolkata,Gujarat,Quinton de Kock,2.5,4,TAB
Lucknow v Delhi,Number of 4s,Lucknow,Delhi,KL Rahul,0.5,1.16,TAB
Lucknow v Delhi,Number of 4s,Lucknow,Delhi,Abishek Porel,0.5,1.3,TAB
Lucknow v Delhi,Number of 4s,Lucknow,Delhi,Karun Nair,0.5,1.3,TAB
Lucknow v Delhi,Number of 4s,Lucknow,Delhi,Axar Patel,0.5,1.5,TAB
Lucknow v Delhi,Number of 4s,Lucknow,Delhi,Mitchell Marsh,0.5,1.2,TAB
Lucknow v Delhi,Number of 4s,Lucknow,Delhi,Nicolas Pooran,0.5,1.2,TAB
Lucknow v Delhi,Number of 4s,Lucknow,Delhi,Aidan Markram,0.5,1.25,TAB
Lucknow v Delhi,Number of 4s,Lucknow,Delhi,Rishabh Pant,0.5,1.25,TAB
Lucknow v Delhi,Number of 4s,Lucknow,Delhi,KL Rahul,1.5,1.32,TAB
Lucknow v Delhi,Number of 4s,Lucknow,Delhi,Abishek Porel,1.5,1.6,TAB
Lucknow v Delhi,Number of 4s,Lucknow,Delhi,Karun Nair,1.5,1.6,TAB
Lucknow v Delhi,Number of 4s,Lucknow,Delhi,Axar Patel,1.5,2,TAB
Lucknow v Delhi,Number of 4s,Lucknow,Delhi,Mitchell Marsh,1.5,1.42,TAB
Lucknow v Delhi,Number of 4s,Lucknow,Delhi,Nicolas Pooran,1.5,1.42,TAB
Lucknow v Delhi,Number of 4s,Lucknow,Delhi,Aidan Markram,1.5,1.5,TAB
Lucknow v Delhi,Number of 4s,Lucknow,Delhi,Rishabh Pant,1.5,1.55,TAB
Lucknow v Delhi,Number of 4s,Lucknow,Delhi,KL Rahul,2.5,1.65,TAB
Lucknow v Delhi,Number of 4s,Lucknow,Delhi,Abishek Porel,2.5,2.2,TAB
Lucknow v Delhi,Number of 4s,Lucknow,Delhi,Karun Nair,2.5,2.2,TAB
Lucknow v Delhi,Number of 4s,Lucknow,Delhi,Axar Patel,2.5,3,TAB
Lucknow v Delhi,Number of 4s,Lucknow,Delhi,Mitchell Marsh,2.5,1.85,TAB
Lucknow v Delhi,Number of 4s,Lucknow,Delhi,Nicolas Pooran,2.5,1.85,TAB
Lucknow v Delhi,Number of 4s,Lucknow,Delhi,Aidan Markram,2.5,2,TAB
Lucknow v Delhi,Number of 4s,Lucknow,Delhi,Rishabh Pant,2.5,2.1,TAB
Lucknow v Delhi,Number of 4s,Lucknow,Delhi,KL Rahul,3.5,2.1,TAB
Lucknow v Delhi,Number of 4s,Lucknow,Delhi,Abishek Porel,3.5,2.8,TAB
Lucknow v Delhi,Number of 4s,Lucknow,Delhi,Karun Nair,3.5,2.8,TAB
Lucknow v Delhi,Number of 4s,Lucknow,Delhi,Axar Patel,3.5,4.5,TAB
Lucknow v Delhi,Number of 4s,Lucknow,Delhi,Mitchell Marsh,3.5,2.4,TAB
Lucknow v Delhi,Number of 4s,Lucknow,Delhi,Nicolas Pooran,3.5,2.4,TAB
Lucknow v Delhi,Number of 4s,Lucknow,Delhi,Aidan Markram,3.5,2.6,TAB
Lucknow v Delhi,Number of 4s,Lucknow,Delhi,Rishabh Pant,3.5,2.7,TAB
Lucknow v Delhi,Number of 4s,Lucknow,Delhi,KL Rahul,4.5,2.6,TAB
Lucknow v Delhi,Number of 4s,Lucknow,Delhi,Abishek Porel,4.5,4,TAB
Lucknow v Delhi,Number of 4s,Lucknow,Delhi,Karun Nair,4.5,4,TAB
Lucknow v Delhi,Number of 4s,Lucknow,Delhi,Axar Patel,4.5,7,TAB
Lucknow v Delhi,Number of 4s,Lucknow,Delhi,Mitchell Marsh,4.5,3.4,TAB
Lucknow v Delhi,Number of 4s,Lucknow,Delhi,Nicolas Pooran,4.5,3.4,TAB
Lucknow v Delhi,Number of 4s,Lucknow,Delhi,Aidan Markram,4.5,3.5,TAB
Lucknow v Delhi,Number of 4s,Lucknow,Delhi,Rishabh Pant,4.5,3.8,TAB
Lucknow v Delhi,Number of 6s,Lucknow,Delhi,KL Rahul,0.5,1.4,TAB
Lucknow v Delhi,Number of 6s,Lucknow,Delhi,Abishek Porel,0.5,1.75,TAB
Lucknow v Delhi,Number of 6s,Lucknow,Delhi,Axar Patel,0.5,1.9,TAB
Lucknow v Delhi,Number of 6s,Lucknow,Delhi,Karun Nair,0.5,2.1,TAB
Lucknow v Delhi,Number of 6s,Lucknow,Delhi,Nicolas Pooran,0.5,1.4,TAB
Lucknow v Delhi,Number of 6s,Lucknow,Delhi,Mitchell Marsh,0.5,1.5,TAB
Lucknow v Delhi,Number of 6s,Lucknow,Delhi,Rishabh Pant,0.5,1.75,TAB
Lucknow v Delhi,Number of 6s,Lucknow,Delhi,Aidan Markram,0.5,1.85,TAB
Lucknow v Delhi,Number of 6s,Lucknow,Delhi,KL Rahul,1.5,1.8,TAB
Lucknow v Delhi,Number of 6s,Lucknow,Delhi,Abishek Porel,1.5,2.6,TAB
Lucknow v Delhi,Number of 6s,Lucknow,Delhi,Axar Patel,1.5,3,TAB
Lucknow v Delhi,Number of 6s,Lucknow,Delhi,Karun Nair,1.5,3.6,TAB
Lucknow v Delhi,Number of 6s,Lucknow,Delhi,Nicolas Pooran,1.5,1.8,TAB
Lucknow v Delhi,Number of 6s,Lucknow,Delhi,Mitchell Marsh,1.5,2,TAB
Lucknow v Delhi,Number of 6s,Lucknow,Delhi,Rishabh Pant,1.5,2.6,TAB
Lucknow v Delhi,Number of 6s,Lucknow,Delhi,Aidan Markram,1.5,2.9,TAB
Lucknow v Delhi,Number of 6s,Lucknow,Delhi,KL Rahul,2.5,2.25,TAB
Lucknow v Delhi,Number of 6s,Lucknow,Delhi,Abishek Porel,2.5,4,TAB
Lucknow v Delhi,Number of 6s,Lucknow,Delhi,Axar Patel,2.5,5,TAB
Lucknow v Delhi,Number of 6s,Lucknow,Delhi,Karun Nair,2.5,6.5,TAB
Lucknow v Delhi,Number of 6s,Lucknow,Delhi,Nicolas Pooran,2.5,2.25,TAB
Lucknow v Delhi,Number of 6s,Lucknow,Delhi,Mitchell Marsh,2.5,2.6,TAB
Lucknow v Delhi,Number of 6s,Lucknow,Delhi,Rishabh Pant,2.5,4,TAB
Lucknow v Delhi,Number of 6s,Lucknow,Delhi,Aidan Markram,2.5,4.5,TAB
Hyderabad v Mumbai,Number of 4s,Hyderabad,Mumbai,Travis Head,0.5,1.12,TAB
Hyderabad v Mumbai,Number of 4s,Hyderabad,Mumbai,Ishan Kishan,0.5,1.22,TAB
Hyderabad v Mumbai,Number of 4s,Hyderabad,Mumbai,Abhishek Sharma,0.5,1.25,TAB
Hyderabad v Mumbai,Number of 4s,Hyderabad,Mumbai,Nitish Kumar Reddy,0.5,1.36,TAB
Hyderabad v Mumbai,Number of 4s,Hyderabad,Mumbai,Suryakumar Yadav,0.5,1.15,TAB
Hyderabad v Mumbai,Number of 4s,Hyderabad,Mumbai,Rohit Sharma,0.5,1.25,TAB
Hyderabad v Mumbai,Number of 4s,Hyderabad,Mumbai,William Jacks,0.5,1.25,TAB
Hyderabad v Mumbai,Number of 4s,Hyderabad,Mumbai,Ryan Rickelton,0.5,1.25,TAB
Hyderabad v Mumbai,Number of 4s,Hyderabad,Mumbai,Travis Head,1.5,1.25,TAB
Hyderabad v Mumbai,Number of 4s,Hyderabad,Mumbai,Ishan Kishan,1.5,1.45,TAB
Hyderabad v Mumbai,Number of 4s,Hyderabad,Mumbai,Abhishek Sharma,1.5,1.5,TAB
Hyderabad v Mumbai,Number of 4s,Hyderabad,Mumbai,Nitish Kumar Reddy,1.5,1.75,TAB
Hyderabad v Mumbai,Number of 4s,Hyderabad,Mumbai,Suryakumar Yadav,1.5,1.3,TAB
Hyderabad v Mumbai,Number of 4s,Hyderabad,Mumbai,Rohit Sharma,1.5,1.55,TAB
Hyderabad v Mumbai,Number of 4s,Hyderabad,Mumbai,William Jacks,1.5,1.55,TAB
Hyderabad v Mumbai,Number of 4s,Hyderabad,Mumbai,Ryan Rickelton,1.5,1.55,TAB
Hyderabad v Mumbai,Number of 4s,Hyderabad,Mumbai,Travis Head,2.5,1.5,TAB
Hyderabad v Mumbai,Number of 4s,Hyderabad,Mumbai,Ishan Kishan,2.5,1.9,TAB
Hyderabad v Mumbai,Number of 4s,Hyderabad,Mumbai,Abhishek Sharma,2.5,2,TAB
Hyderabad v Mumbai,Number of 4s,Hyderabad,Mumbai,Nitish Kumar Reddy,2.5,2.5,TAB
Hyderabad v Mumbai,Number of 4s,Hyderabad,Mumbai,Suryakumar Yadav,2.5,1.6,TAB
Hyderabad v Mumbai,Number of 4s,Hyderabad,Mumbai,Rohit Sharma,2.5,2.1,TAB
Hyderabad v Mumbai,Number of 4s,Hyderabad,Mumbai,William Jacks,2.5,2.1,TAB
Hyderabad v Mumbai,Number of 4s,Hyderabad,Mumbai,Ryan Rickelton,2.5,2.1,TAB
Hyderabad v Mumbai,Number of 4s,Hyderabad,Mumbai,Travis Head,3.5,1.7,TAB
Hyderabad v Mumbai,Number of 4s,Hyderabad,Mumbai,Ishan Kishan,3.5,2.5,TAB
Hyderabad v Mumbai,Number of 4s,Hyderabad,Mumbai,Abhishek Sharma,3.5,2.6,TAB
Hyderabad v Mumbai,Number of 4s,Hyderabad,Mumbai,Nitish Kumar Reddy,3.5,3.2,TAB
Hyderabad v Mumbai,Number of 4s,Hyderabad,Mumbai,Suryakumar Yadav,3.5,2,TAB
Hyderabad v Mumbai,Number of 4s,Hyderabad,Mumbai,Rohit Sharma,3.5,2.7,TAB
Hyderabad v Mumbai,Number of 4s,Hyderabad,Mumbai,William Jacks,3.5,2.7,TAB
Hyderabad v Mumbai,Number of 4s,Hyderabad,Mumbai,Ryan Rickelton,3.5,2.7,TAB
Hyderabad v Mumbai,Number of 4s,Hyderabad,Mumbai,Travis Head,4.5,2.1,TAB
Hyderabad v Mumbai,Number of 4s,Hyderabad,Mumbai,Ishan Kishan,4.5,3.45,TAB
Hyderabad v Mumbai,Number of 4s,Hyderabad,Mumbai,Abhishek Sharma,4.5,3.5,TAB
Hyderabad v Mumbai,Number of 4s,Hyderabad,Mumbai,Nitish Kumar Reddy,4.5,5,TAB
Hyderabad v Mumbai,Number of 4s,Hyderabad,Mumbai,Suryakumar Yadav,4.5,2.5,TAB
Hyderabad v Mumbai,Number of 4s,Hyderabad,Mumbai,Rohit Sharma,4.5,3.8,TAB
Hyderabad v Mumbai,Number of 4s,Hyderabad,Mumbai,William Jacks,4.5,3.8,TAB
Hyderabad v Mumbai,Number of 4s,Hyderabad,Mumbai,Ryan Rickelton,4.5,3.8,TAB
Hyderabad v Mumbai,Number of 6s,Hyderabad,Mumbai,Travis Head,0.5,1.5,TAB
Hyderabad v Mumbai,Number of 6s,Hyderabad,Mumbai,Abhishek Sharma,0.5,1.65,TAB
Hyderabad v Mumbai,Number of 6s,Hyderabad,Mumbai,Nitish Kumar Reddy,0.5,1.75,TAB
Hyderabad v Mumbai,Number of 6s,Hyderabad,Mumbai,Ishan Kishan,0.5,1.9,TAB
Hyderabad v Mumbai,Number of 6s,Hyderabad,Mumbai,Suryakumar Yadav,0.5,1.4,TAB
Hyderabad v Mumbai,Number of 6s,Hyderabad,Mumbai,Ryan Rickelton,0.5,1.45,TAB
Hyderabad v Mumbai,Number of 6s,Hyderabad,Mumbai,Rohit Sharma,0.5,1.5,TAB
Hyderabad v Mumbai,Number of 6s,Hyderabad,Mumbai,William Jacks,0.5,1.5,TAB
Hyderabad v Mumbai,Number of 6s,Hyderabad,Mumbai,Travis Head,1.5,2,TAB
Hyderabad v Mumbai,Number of 6s,Hyderabad,Mumbai,Abhishek Sharma,1.5,2.4,TAB
Hyderabad v Mumbai,Number of 6s,Hyderabad,Mumbai,Nitish Kumar Reddy,1.5,2.6,TAB
Hyderabad v Mumbai,Number of 6s,Hyderabad,Mumbai,Ishan Kishan,1.5,3,TAB
Hyderabad v Mumbai,Number of 6s,Hyderabad,Mumbai,Suryakumar Yadav,1.5,1.8,TAB
Hyderabad v Mumbai,Number of 6s,Hyderabad,Mumbai,Ryan Rickelton,1.5,1.9,TAB
Hyderabad v Mumbai,Number of 6s,Hyderabad,Mumbai,Rohit Sharma,1.5,2,TAB
Hyderabad v Mumbai,Number of 6s,Hyderabad,Mumbai,William Jacks,1.5,2,TAB
Hyderabad v Mumbai,Number of 6s,Hyderabad,Mumbai,Travis Head,2.5,2.6,TAB
Hyderabad v Mumbai,Number of 6s,Hyderabad,Mumbai,Abhishek Sharma,2.5,3.5,TAB
Hyderabad v Mumbai,Number of 6s,Hyderabad,Mumbai,Nitish Kumar Reddy,2.5,4,TAB
Hyderabad v Mumbai,Number of 6s,Hyderabad,Mumbai,Ishan Kishan,2.5,5,TAB
Hyderabad v Mumbai,Number of 6s,Hyderabad,Mumbai,Suryakumar Yadav,2.5,2.25,TAB
Hyderabad v Mumbai,Number of 6s,Hyderabad,Mumbai,Ryan Rickelton,2.5,2.4,TAB
Hyderabad v Mumbai,Number of 6s,Hyderabad,Mumbai,Rohit Sharma,2.5,2.6,TAB
Hyderabad v Mumbai,Number of 6s,Hyderabad,Mumbai,William Jacks,2.5,2.6,TAB
Bangalore v Rajasthan,Number of 4s,Bangalore,Rajasthan,Virat Kohli,0.5,1.12,TAB
Bangalore v Rajasthan,Number of 4s,Bangalore,Rajasthan,Philip Salt,0.5,1.2,TAB
Bangalore v Rajasthan,Number of 4s,Bangalore,Rajasthan,Devdutt Padikkal,0.5,1.25,TAB
Bangalore v Rajasthan,Number of 4s,Bangalore,Rajasthan,Rajat Patidar,0.5,1.25,TAB
Bangalore v Rajasthan,Number of 4s,Bangalore,Rajasthan,Yashasvi Jaiswal,0.5,1.16,TAB
Bangalore v Rajasthan,Number of 4s,Bangalore,Rajasthan,Nitish Rana,0.5,1.32,TAB
Bangalore v Rajasthan,Number of 4s,Bangalore,Rajasthan,Riyan Parag,0.5,1.36,TAB
Bangalore v Rajasthan,Number of 4s,Bangalore,Rajasthan,Vaibhav Suryavanshi,0.5,1.36,TAB
Bangalore v Rajasthan,Number of 4s,Bangalore,Rajasthan,Virat Kohli,1.5,1.25,TAB
Bangalore v Rajasthan,Number of 4s,Bangalore,Rajasthan,Philip Salt,1.5,1.42,TAB
Bangalore v Rajasthan,Number of 4s,Bangalore,Rajasthan,Devdutt Padikkal,1.5,1.55,TAB
Bangalore v Rajasthan,Number of 4s,Bangalore,Rajasthan,Rajat Patidar,1.5,1.55,TAB
Bangalore v Rajasthan,Number of 4s,Bangalore,Rajasthan,Yashasvi Jaiswal,1.5,1.32,TAB
Bangalore v Rajasthan,Number of 4s,Bangalore,Rajasthan,Nitish Rana,1.5,1.65,TAB
Bangalore v Rajasthan,Number of 4s,Bangalore,Rajasthan,Riyan Parag,1.5,1.75,TAB
Bangalore v Rajasthan,Number of 4s,Bangalore,Rajasthan,Vaibhav Suryavanshi,1.5,1.75,TAB
Bangalore v Rajasthan,Number of 4s,Bangalore,Rajasthan,Virat Kohli,2.5,1.55,TAB
Bangalore v Rajasthan,Number of 4s,Bangalore,Rajasthan,Philip Salt,2.5,1.85,TAB
Bangalore v Rajasthan,Number of 4s,Bangalore,Rajasthan,Devdutt Padikkal,2.5,2.1,TAB
Bangalore v Rajasthan,Number of 4s,Bangalore,Rajasthan,Rajat Patidar,2.5,2.1,TAB
Bangalore v Rajasthan,Number of 4s,Bangalore,Rajasthan,Yashasvi Jaiswal,2.5,1.65,TAB
Bangalore v Rajasthan,Number of 4s,Bangalore,Rajasthan,Nitish Rana,2.5,2.3,TAB
Bangalore v Rajasthan,Number of 4s,Bangalore,Rajasthan,Riyan Parag,2.5,2.5,TAB
Bangalore v Rajasthan,Number of 4s,Bangalore,Rajasthan,Vaibhav Suryavanshi,2.5,2.5,TAB
Bangalore v Rajasthan,Number of 4s,Bangalore,Rajasthan,Virat Kohli,3.5,1.8,TAB
Bangalore v Rajasthan,Number of 4s,Bangalore,Rajasthan,Philip Salt,3.5,2.4,TAB
Bangalore v Rajasthan,Number of 4s,Bangalore,Rajasthan,Devdutt Padikkal,3.5,2.7,TAB
Bangalore v Rajasthan,Number of 4s,Bangalore,Rajasthan,Rajat Patidar,3.5,2.7,TAB
Bangalore v Rajasthan,Number of 4s,Bangalore,Rajasthan,Yashasvi Jaiswal,3.5,2.1,TAB
Bangalore v Rajasthan,Number of 4s,Bangalore,Rajasthan,Nitish Rana,3.5,2.9,TAB
Bangalore v Rajasthan,Number of 4s,Bangalore,Rajasthan,Riyan Parag,3.5,3.2,TAB
Bangalore v Rajasthan,Number of 4s,Bangalore,Rajasthan,Vaibhav Suryavanshi,3.5,3.2,TAB
Bangalore v Rajasthan,Number of 4s,Bangalore,Rajasthan,Virat Kohli,4.5,2.2,TAB
Bangalore v Rajasthan,Number of 4s,Bangalore,Rajasthan,Philip Salt,4.5,3.4,TAB
Bangalore v Rajasthan,Number of 4s,Bangalore,Rajasthan,Devdutt Padikkal,4.5,3.8,TAB
Bangalore v Rajasthan,Number of 4s,Bangalore,Rajasthan,Rajat Patidar,4.5,3.8,TAB
Bangalore v Rajasthan,Number of 4s,Bangalore,Rajasthan,Yashasvi Jaiswal,4.5,2.6,TAB
Bangalore v Rajasthan,Number of 4s,Bangalore,Rajasthan,Nitish Rana,4.5,4.2,TAB
Bangalore v Rajasthan,Number of 4s,Bangalore,Rajasthan,Riyan Parag,4.5,5,TAB
Bangalore v Rajasthan,Number of 4s,Bangalore,Rajasthan,Vaibhav Suryavanshi,4.5,5,TAB
Bangalore v Rajasthan,Number of 6s,Bangalore,Rajasthan,Virat Kohli,0.5,1.45,TAB
Bangalore v Rajasthan,Number of 6s,Bangalore,Rajasthan,Philip Salt,0.5,1.55,TAB
Bangalore v Rajasthan,Number of 6s,Bangalore,Rajasthan,Rajat Patidar,0.5,1.6,TAB
Bangalore v Rajasthan,Number of 6s,Bangalore,Rajasthan,Devdutt Padikkal,0.5,1.65,TAB
Bangalore v Rajasthan,Number of 6s,Bangalore,Rajasthan,Nitish Rana,0.5,1.45,TAB
Bangalore v Rajasthan,Number of 6s,Bangalore,Rajasthan,Yashasvi Jaiswal,0.5,1.5,TAB
Bangalore v Rajasthan,Number of 6s,Bangalore,Rajasthan,Vaibhav Suryavanshi,0.5,1.55,TAB
Bangalore v Rajasthan,Number of 6s,Bangalore,Rajasthan,Riyan Parag,0.5,1.6,TAB
Bangalore v Rajasthan,Number of 6s,Bangalore,Rajasthan,Virat Kohli,1.5,1.9,TAB
Bangalore v Rajasthan,Number of 6s,Bangalore,Rajasthan,Philip Salt,1.5,2.15,TAB
Bangalore v Rajasthan,Number of 6s,Bangalore,Rajasthan,Rajat Patidar,1.5,2.25,TAB
Bangalore v Rajasthan,Number of 6s,Bangalore,Rajasthan,Devdutt Padikkal,1.5,2.4,TAB
Bangalore v Rajasthan,Number of 6s,Bangalore,Rajasthan,Nitish Rana,1.5,1.9,TAB
Bangalore v Rajasthan,Number of 6s,Bangalore,Rajasthan,Yashasvi Jaiswal,1.5,2,TAB
Bangalore v Rajasthan,Number of 6s,Bangalore,Rajasthan,Vaibhav Suryavanshi,1.5,2.15,TAB
Bangalore v Rajasthan,Number of 6s,Bangalore,Rajasthan,Riyan Parag,1.5,2.25,TAB
Bangalore v Rajasthan,Number of 6s,Bangalore,Rajasthan,Virat Kohli,2.5,2.4,TAB
Bangalore v Rajasthan,Number of 6s,Bangalore,Rajasthan,Philip Salt,2.5,2.9,TAB
Bangalore v Rajasthan,Number of 6s,Bangalore,Rajasthan,Rajat Patidar,2.5,3.2,TAB
Bangalore v Rajasthan,Number of 6s,Bangalore,Rajasthan,Devdutt Padikkal,2.5,3.5,TAB
Bangalore v Rajasthan,Number of 6s,Bangalore,Rajasthan,Nitish Rana,2.5,2.4,TAB
Bangalore v Rajasthan,Number of 6s,Bangalore,Rajasthan,Yashasvi Jaiswal,2.5,2.6,TAB
Bangalore v Rajasthan,Number of 6s,Bangalore,Rajasthan,Vaibhav Suryavanshi,2.5,2.9,TAB
Bangalore v Rajasthan,Number of 6s,Bangalore,Rajasthan,Riyan Parag,2.5,3.2,TAB
