match,market,home_team,away_team,player_name,line,over_price,under_price,agency
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Nitish Rana,74.5,13,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Nitish Rana,99.5,26,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Philip Salt,4.5,1.09,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Philip Salt,9.5,1.28,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Philip Salt,14.5,1.45,NA,TAB
Bangalore v Rajasthan,Alternate Player Runs O/U,Bangalore,Rajasthan,Philip Salt,15.5,1.5,2.4,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Philip Salt,19.5,1.7,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Philip Salt,22.5,1.85,1.85,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Philip Salt,24.5,2.05,NA,TAB
Bangalore v Rajasthan,Alternate Player Runs O/U,Bangalore,Rajasthan,Philip Salt,29.5,2.4,1.5,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Philip Salt,29.5,2.4,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Philip Salt,39.5,3.3,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Philip Salt,49.5,4,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Philip Salt,74.5,12,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Philip Salt,99.5,26,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Rajat Patidar,4.5,1.09,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Rajat Patidar,9.5,1.28,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Rajat Patidar,14.5,1.45,NA,TAB
Bangalore v Rajasthan,Alternate Player Runs O/U,Bangalore,Rajasthan,Rajat Patidar,15.5,1.5,2.4,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Rajat Patidar,19.5,1.7,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Rajat Patidar,22.5,1.85,1.85,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Rajat Patidar,24.5,2.05,NA,TAB
Bangalore v Rajasthan,Alternate Player Runs O/U,Bangalore,Rajasthan,Rajat Patidar,29.5,2.4,1.5,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Rajat Patidar,29.5,2.4,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Rajat Patidar,39.5,3.3,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Rajat Patidar,49.5,4,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Rajat Patidar,74.5,12,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Rajat Patidar,99.5,26,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Riyan Parag,4.5,1.11,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Riyan Parag,9.5,1.33,NA,TAB
Bangalore v Rajasthan,Alternate Player Runs O/U,Bangalore,Rajasthan,Riyan Parag,13.5,1.5,2.4,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Riyan Parag,14.5,1.55,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Riyan Parag,19.5,1.8,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Riyan Parag,20.5,1.85,1.85,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Riyan Parag,24.5,2.2,NA,TAB
Bangalore v Rajasthan,Alternate Player Runs O/U,Bangalore,Rajasthan,Riyan Parag,27.5,2.4,1.5,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Riyan Parag,29.5,2.6,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Riyan Parag,39.5,3.5,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Riyan Parag,49.5,4.5,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Riyan Parag,74.5,15,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Riyan Parag,99.5,26,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Tim David,4.5,1.09,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Tim David,9.5,1.28,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Tim David,14.5,1.45,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Tim David,19.5,1.7,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Tim David,24.5,2.05,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Tim David,29.5,2.4,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Tim David,39.5,3.3,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Tim David,49.5,4,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Tim David,74.5,12,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Tim David,99.5,26,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Vaibhav Suryavanshi,4.5,1.14,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Vaibhav Suryavanshi,9.5,1.42,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Vaibhav Suryavanshi,14.5,1.72,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Vaibhav Suryavanshi,19.5,2.05,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Vaibhav Suryavanshi,24.5,2.6,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Vaibhav Suryavanshi,29.5,2.9,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Vaibhav Suryavanshi,39.5,4,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Vaibhav Suryavanshi,49.5,5,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Vaibhav Suryavanshi,74.5,17,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Vaibhav Suryavanshi,99.5,41,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Virat Kohli,4.5,1.05,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Virat Kohli,9.5,1.13,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Virat Kohli,14.5,1.23,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Virat Kohli,19.5,1.33,NA,TAB
Bangalore v Rajasthan,Alternate Player Runs O/U,Bangalore,Rajasthan,Virat Kohli,23.5,1.5,2.4,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Virat Kohli,24.5,1.48,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Virat Kohli,29.5,1.84,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Virat Kohli,30.5,1.85,1.85,TAB
Bangalore v Rajasthan,Alternate Player Runs O/U,Bangalore,Rajasthan,Virat Kohli,37.5,2.4,1.5,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Virat Kohli,39.5,2.45,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Virat Kohli,49.5,2.9,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Virat Kohli,74.5,8,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Virat Kohli,99.5,17,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Yashasvi Jaiswal,4.5,1.07,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Yashasvi Jaiswal,9.5,1.18,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Yashasvi Jaiswal,14.5,1.3,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Yashasvi Jaiswal,19.5,1.45,NA,TAB
Bangalore v Rajasthan,Alternate Player Runs O/U,Bangalore,Rajasthan,Yashasvi Jaiswal,20.5,1.5,2.4,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Yashasvi Jaiswal,24.5,1.62,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Yashasvi Jaiswal,27.5,1.85,1.85,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Yashasvi Jaiswal,29.5,2.05,NA,TAB
Bangalore v Rajasthan,Alternate Player Runs O/U,Bangalore,Rajasthan,Yashasvi Jaiswal,34.5,2.4,1.5,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Yashasvi Jaiswal,39.5,2.7,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Yashasvi Jaiswal,49.5,3.4,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Yashasvi Jaiswal,74.5,10,NA,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,Yashasvi Jaiswal,99.5,19,NA,TAB
Bangalore v Rajasthan,Alternate Player Runs O/U,Bangalore,Rajasthan,NA,10.5,1.5,2.4,TAB
Bangalore v Rajasthan,Player Runs,Bangalore,Rajasthan,NA,17.5,1.85,1.85,TAB
Bangalore v Rajasthan,Alternate Player Runs O/U,Bangalore,Rajasthan,NA,24.5,2.4,1.5,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Abhishek Sharma,4.5,1.08,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Abhishek Sharma,9.5,1.25,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Abhishek Sharma,14.5,1.42,NA,TAB
Hyderabad v Mumbai,Alternate Player Runs O/U,Hyderabad,Mumbai,Abhishek Sharma,16.5,1.5,2.4,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Abhishek Sharma,19.5,1.65,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Abhishek Sharma,23.5,1.85,1.85,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Abhishek Sharma,24.5,1.95,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Abhishek Sharma,29.5,2.3,NA,TAB
Hyderabad v Mumbai,Alternate Player Runs O/U,Hyderabad,Mumbai,Abhishek Sharma,30.5,2.4,1.5,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Abhishek Sharma,39.5,3.2,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Abhishek Sharma,49.5,4,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Abhishek Sharma,74.5,12,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Abhishek Sharma,99.5,23,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Heinrich Klaasen,4.5,1.08,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Heinrich Klaasen,9.5,1.25,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Heinrich Klaasen,14.5,1.42,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Heinrich Klaasen,19.5,1.65,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Heinrich Klaasen,24.5,1.95,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Heinrich Klaasen,29.5,2.3,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Heinrich Klaasen,39.5,3.2,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Heinrich Klaasen,49.5,4,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Heinrich Klaasen,74.5,12,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Heinrich Klaasen,99.5,23,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Ishan Kishan,4.5,1.1,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Ishan Kishan,9.5,1.3,NA,TAB
Hyderabad v Mumbai,Alternate Player Runs O/U,Hyderabad,Mumbai,Ishan Kishan,14.5,1.5,2.4,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Ishan Kishan,14.5,1.5,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Ishan Kishan,19.5,1.75,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Ishan Kishan,21.5,1.85,1.85,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Ishan Kishan,24.5,2.1,NA,TAB
Hyderabad v Mumbai,Alternate Player Runs O/U,Hyderabad,Mumbai,Ishan Kishan,28.5,2.4,1.5,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Ishan Kishan,29.5,2.5,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Ishan Kishan,39.5,3.4,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Ishan Kishan,49.5,4.5,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Ishan Kishan,74.5,13,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Ishan Kishan,99.5,26,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Nitish Kumar Reddy,4.5,1.12,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Nitish Kumar Reddy,9.5,1.36,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Nitish Kumar Reddy,14.5,1.6,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Nitish Kumar Reddy,19.5,1.85,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Nitish Kumar Reddy,24.5,2.3,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Nitish Kumar Reddy,29.5,2.7,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Nitish Kumar Reddy,39.5,3.6,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Nitish Kumar Reddy,49.5,4.5,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Nitish Kumar Reddy,74.5,15,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Nitish Kumar Reddy,99.5,26,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Rohit Sharma,4.5,1.1,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Rohit Sharma,9.5,1.3,NA,TAB
Hyderabad v Mumbai,Alternate Player Runs O/U,Hyderabad,Mumbai,Rohit Sharma,14.5,1.5,2.4,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Rohit Sharma,14.5,1.5,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Rohit Sharma,19.5,1.75,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Rohit Sharma,21.5,1.85,1.85,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Rohit Sharma,24.5,2.1,NA,TAB
Hyderabad v Mumbai,Alternate Player Runs O/U,Hyderabad,Mumbai,Rohit Sharma,28.5,2.4,1.5,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Rohit Sharma,29.5,2.5,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Rohit Sharma,39.5,3.4,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Rohit Sharma,49.5,4.5,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Rohit Sharma,74.5,13,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Rohit Sharma,99.5,26,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Ryan Rickelton,4.5,1.11,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Ryan Rickelton,9.5,1.33,NA,TAB
Hyderabad v Mumbai,Alternate Player Runs O/U,Hyderabad,Mumbai,Ryan Rickelton,13.5,1.5,2.4,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Ryan Rickelton,14.5,1.55,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Ryan Rickelton,19.5,1.8,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Ryan Rickelton,20.5,1.85,1.85,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Ryan Rickelton,24.5,2.2,NA,TAB
Hyderabad v Mumbai,Alternate Player Runs O/U,Hyderabad,Mumbai,Ryan Rickelton,27.5,2.4,1.5,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Ryan Rickelton,29.5,2.6,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Ryan Rickelton,39.5,3.5,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Ryan Rickelton,49.5,4.5,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Ryan Rickelton,74.5,15,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Ryan Rickelton,99.5,26,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Suryakumar Yadav,4.5,1.05,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Suryakumar Yadav,9.5,1.13,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Suryakumar Yadav,14.5,1.23,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Suryakumar Yadav,19.5,1.33,NA,TAB
Hyderabad v Mumbai,Alternate Player Runs O/U,Hyderabad,Mumbai,Suryakumar Yadav,23.5,1.5,2.4,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Suryakumar Yadav,24.5,1.48,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Suryakumar Yadav,29.5,1.84,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Suryakumar Yadav,30.5,1.85,1.85,TAB
Hyderabad v Mumbai,Alternate Player Runs O/U,Hyderabad,Mumbai,Suryakumar Yadav,37.5,2.4,1.5,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Suryakumar Yadav,39.5,2.45,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Suryakumar Yadav,49.5,3.2,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Suryakumar Yadav,74.5,8,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Suryakumar Yadav,99.5,17,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Tilak Varma,4.5,1.07,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Tilak Varma,9.5,1.19,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Tilak Varma,14.5,1.33,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Tilak Varma,19.5,1.5,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Tilak Varma,24.5,1.7,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Tilak Varma,29.5,2.1,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Tilak Varma,39.5,2.8,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Tilak Varma,49.5,3.5,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Tilak Varma,74.5,11,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Tilak Varma,99.5,19,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Travis Head,4.5,1.05,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Travis Head,9.5,1.14,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Travis Head,14.5,1.25,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Travis Head,19.5,1.36,NA,TAB
Hyderabad v Mumbai,Alternate Player Runs O/U,Hyderabad,Mumbai,Travis Head,22.5,1.5,2.4,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Travis Head,24.5,1.52,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Travis Head,29.5,1.85,1.85,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Travis Head,29.5,1.85,NA,TAB
Hyderabad v Mumbai,Alternate Player Runs O/U,Hyderabad,Mumbai,Travis Head,36.5,2.4,1.5,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Travis Head,39.5,2.5,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Travis Head,49.5,3.3,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Travis Head,74.5,9,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,Travis Head,99.5,19,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,William Jacks,4.5,1.1,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,William Jacks,9.5,1.3,NA,TAB
Hyderabad v Mumbai,Alternate Player Runs O/U,Hyderabad,Mumbai,William Jacks,14.5,1.5,2.4,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,William Jacks,14.5,1.5,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,William Jacks,19.5,1.75,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,William Jacks,21.5,1.85,1.85,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,William Jacks,24.5,2.1,NA,TAB
Hyderabad v Mumbai,Alternate Player Runs O/U,Hyderabad,Mumbai,William Jacks,28.5,2.4,1.5,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,William Jacks,29.5,2.5,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,William Jacks,39.5,3.4,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,William Jacks,49.5,4.5,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,William Jacks,74.5,13,NA,TAB
Hyderabad v Mumbai,Player Runs,Hyderabad,Mumbai,William Jacks,99.5,26,NA,TAB
