match,market,team,line,over_price,under_price,agency
South Africa v West Indies,First Over Runs - Team,South Africa,5.5,2.05,1.75,TAB
South Africa v West Indies,First Over Runs - Team,West Indies,5.5,2.15,1.65,TAB
India v New Zealand,First Over Runs - Team,India,5.5,1.87,1.87,TAB
India v New Zealand,First Over Runs - Team,New Zealand,5.5,2.25,1.6,TAB
Australia v Sri Lanka,First Over Runs - Team,Australia,6.5,1.95,1.8,TAB
Australia v Sri Lanka,First Over Runs - Team,Sri Lanka,5.5,2.15,1.65,TAB
Bangladesh v England,First Over Runs - Team,Bangladesh,4.5,2.25,1.6,TAB
Bangladesh v England,First Over Runs - Team,England,6.5,1.92,1.85,TAB
