match,market,team,line,over_price,under_price,agency
South Africa v West Indies,Fall of 1st Wicket - Team,South Africa,18.5,1.85,1.85,TAB
South Africa v West Indies,Fall of 1st Wicket - Team,West Indies,20.5,1.85,1.85,TAB
India v New Zealand,Fall of 1st Wicket - Team,India,22.5,1.9,1.8,TAB
India v New Zealand,Fall of 1st Wicket - Team,New Zealand,18.5,2,1.72,TAB
Australia v Sri Lanka,Fall of 1st Wicket - Team,Australia,26.5,2,1.72,TAB
Australia v Sri Lanka,Fall of 1st Wicket - Team,Sri Lanka,17.5,2.15,1.65,TAB
Bangladesh v England,Fall of 1st Wicket - Team,Bangladesh,13.5,2.15,1.65,TAB
Bangladesh v England,Fall of 1st Wicket - Team,England,24.5,1.85,1.85,TAB
