match,market,home_team,away_team,player_name,line,over_price,agency
South Africa v West Indies,Number of 4s,South Africa,West Indies,Laura Wolvaardt,0.5,1.18,TAB
South Africa v West Indies,Number of 4s,South Africa,West Indies,Marizanne Kapp,0.5,1.25,TAB
South Africa v West Indies,Number of 4s,South Africa,West Indies,Tazmin Brits,0.5,1.3,TAB
South Africa v West Indies,Number of 4s,South Africa,West Indies,Sune Luus,0.5,1.42,TAB
South Africa v West Indies,Number of 4s,South Africa,West Indies,Hayley Matthews,0.5,1.18,TAB
South Africa v West Indies,Number of 4s,South Africa,West Indies,Deandra Dottin,0.5,1.25,TAB
South Africa v West Indies,Number of 4s,South Africa,West Indies,Stafanie Taylor,0.5,1.25,TAB
South Africa v West Indies,Number of 4s,South Africa,West Indies,Shemaine Campbelle,0.5,1.55,TAB
South Africa v West Indies,Number of 4s,South Africa,West Indies,Laura Wolvaardt,1.5,1.36,TAB
South Africa v West Indies,Number of 4s,South Africa,West Indies,Marizanne Kapp,1.5,1.55,TAB
South Africa v West Indies,Number of 4s,South Africa,West Indies,Tazmin Brits,1.5,1.6,TAB
South Africa v West Indies,Number of 4s,South Africa,West Indies,Sune Luus,1.5,1.87,TAB
South Africa v West Indies,Number of 4s,South Africa,West Indies,Hayley Matthews,1.5,1.36,TAB
South Africa v West Indies,Number of 4s,South Africa,West Indies,Deandra Dottin,1.5,1.55,TAB
South Africa v West Indies,Number of 4s,South Africa,West Indies,Stafanie Taylor,1.5,1.55,TAB
South Africa v West Indies,Number of 4s,South Africa,West Indies,Shemaine Campbelle,1.5,2.1,TAB
South Africa v West Indies,Number of 4s,South Africa,West Indies,Laura Wolvaardt,2.5,1.75,TAB
South Africa v West Indies,Number of 4s,South Africa,West Indies,Marizanne Kapp,2.5,2.1,TAB
South Africa v West Indies,Number of 4s,South Africa,West Indies,Tazmin Brits,2.5,2.2,TAB
South Africa v West Indies,Number of 4s,South Africa,West Indies,Sune Luus,2.5,2.75,TAB
South Africa v West Indies,Number of 4s,South Africa,West Indies,Hayley Matthews,2.5,1.75,TAB
South Africa v West Indies,Number of 4s,South Africa,West Indies,Deandra Dottin,2.5,2.1,TAB
South Africa v West Indies,Number of 4s,South Africa,West Indies,Stafanie Taylor,2.5,2.1,TAB
South Africa v West Indies,Number of 4s,South Africa,West Indies,Shemaine Campbelle,2.5,3.25,TAB
South Africa v West Indies,Number of 6s,South Africa,West Indies,Marizanne Kapp,0.5,3,TAB
