match,start_time,market_name,home_team,home_win,away_team,away_win,margin,agency
South Africa Women v West Indies Women,2024-10-04T10:00:00Z,Head To Head,West Indies Women,1.54,South Africa Women,2.45,1.058,BetRight
India Women v New Zealand Women,2024-10-04T14:00:00Z,Head To Head,New Zealand Women,1.25,India Women,3.8,1.063,BetRight
Australia Women v Sri Lanka Women,2024-10-05T10:00:00Z,Head To Head,Sri Lanka Women,1.09,Australia Women,7,1.06,BetRight
Bangladesh Women v England Women,2024-10-05T14:00:00Z,Head To Head,England Women,6.5,Bangladesh Women,1.1,1.063,BetRight
