match,market,home_team,away_team,player_name,player_team,opposition_team,line,over_price,under_price,agency
South Africa v West Indies,Player Wickets,South Africa,West Indies,Afy Fletcher,West Indies,South Africa,0.5,1.31,NA,TopSport
South Africa v West Indies,Player Wickets,South Africa,West Indies,Afy Fletcher,West Indies,South Africa,1.5,2.75,1.4,TopSport
South Africa v West Indies,Player Wickets,South Africa,West Indies,Afy Fletcher,West Indies,South Africa,2.5,5.5,NA,TopSport
South Africa v West Indies,Player Wickets,South Africa,West Indies,Afy Fletcher,West Indies,South Africa,3.5,12,NA,TopSport
India v New Zealand,Player Wickets,India,New Zealand,Amelia Kerr,New Zealand,India,0.5,1.22,NA,TopSport
India v New Zealand,Player Wickets,India,New Zealand,Amelia Kerr,New Zealand,India,1.5,2.2,1.6,TopSport
India v New Zealand,Player Wickets,India,New Zealand,Amelia Kerr,New Zealand,India,2.5,4.8,NA,TopSport
India v New Zealand,Player Wickets,India,New Zealand,Amelia Kerr,New Zealand,India,3.5,10,NA,TopSport
India v New Zealand,Player Wickets,India,New Zealand,Deepti Sharma,India,New Zealand,0.5,1.26,NA,TopSport
India v New Zealand,Player Wickets,India,New Zealand,Deepti Sharma,India,New Zealand,1.5,2.35,1.53,TopSport
India v New Zealand,Player Wickets,India,New Zealand,Deepti Sharma,India,New Zealand,2.5,5.1,NA,TopSport
India v New Zealand,Player Wickets,India,New Zealand,Deepti Sharma,India,New Zealand,3.5,11,NA,TopSport
South Africa v West Indies,Player Wickets,South Africa,West Indies,Hayley Matthews,West Indies,South Africa,0.5,1.17,NA,TopSport
South Africa v West Indies,Player Wickets,South Africa,West Indies,Hayley Matthews,West Indies,South Africa,1.5,2.1,1.65,TopSport
South Africa v West Indies,Player Wickets,South Africa,West Indies,Hayley Matthews,West Indies,South Africa,2.5,4.6,NA,TopSport
South Africa v West Indies,Player Wickets,South Africa,West Indies,Hayley Matthews,West Indies,South Africa,3.5,10,NA,TopSport
India v New Zealand,Player Wickets,India,New Zealand,Lea Tahuhu,New Zealand,India,0.5,1.49,NA,TopSport
India v New Zealand,Player Wickets,India,New Zealand,Lea Tahuhu,New Zealand,India,1.5,3.1,1.32,TopSport
India v New Zealand,Player Wickets,India,New Zealand,Lea Tahuhu,New Zealand,India,2.5,6.75,NA,TopSport
India v New Zealand,Player Wickets,India,New Zealand,Lea Tahuhu,New Zealand,India,3.5,14,NA,TopSport
South Africa v West Indies,Player Wickets,South Africa,West Indies,Marizanne Kapp,South Africa,West Indies,0.5,1.25,NA,TopSport
South Africa v West Indies,Player Wickets,South Africa,West Indies,Marizanne Kapp,South Africa,West Indies,1.5,2.3,1.55,TopSport
South Africa v West Indies,Player Wickets,South Africa,West Indies,Marizanne Kapp,South Africa,West Indies,2.5,5,NA,TopSport
South Africa v West Indies,Player Wickets,South Africa,West Indies,Marizanne Kapp,South Africa,West Indies,3.5,11,NA,TopSport
India v New Zealand,Player Wickets,India,New Zealand,Renuka Singh,India,New Zealand,0.5,1.33,NA,TopSport
India v New Zealand,Player Wickets,India,New Zealand,Renuka Singh,India,New Zealand,1.5,2.7,1.41,TopSport
India v New Zealand,Player Wickets,India,New Zealand,Renuka Singh,India,New Zealand,2.5,5.75,NA,TopSport
India v New Zealand,Player Wickets,India,New Zealand,Renuka Singh,India,New Zealand,3.5,12,NA,TopSport
South Africa v West Indies,Player Wickets,South Africa,West Indies,Tumi Sekhukhune,South Africa,West Indies,0.5,1.31,NA,TopSport
South Africa v West Indies,Player Wickets,South Africa,West Indies,Tumi Sekhukhune,South Africa,West Indies,1.5,2.7,1.4,TopSport
South Africa v West Indies,Player Wickets,South Africa,West Indies,Tumi Sekhukhune,South Africa,West Indies,2.5,5.5,NA,TopSport
South Africa v West Indies,Player Wickets,South Africa,West Indies,Tumi Sekhukhune,South Africa,West Indies,3.5,12,NA,TopSport
