match,market,home_team,away_team,player_name,player_team,opposition_team,price,agency
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Ashleigh Gardner,Australia,Sri Lanka,4.4,TopSport
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Alana King,Australia,Sri Lanka,4.6,TopSport
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Darcie Brown,Australia,Sri Lanka,4.6,TopSport
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Georgia Wareham,Australia,Sri Lanka,4.8,TopSport
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Megan Schutt,Australia,Sri Lanka,4.8,TopSport
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Annabel Sutherland,Australia,Sri Lanka,5.5,TopSport
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Heather Graham,Australia,Sri Lanka,5.5,TopSport
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Sophie Molineux,Australia,Sri Lanka,5.5,TopSport
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Tayla Vlaeminck,Australia,Sri Lanka,6,TopSport
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Ellyse Perry,Australia,Sri Lanka,6.5,TopSport
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Kim Garth,Australia,Sri Lanka,6.5,TopSport
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Inoka Ranaweera,Sri Lanka,Australia,4,TopSport
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Inoshi Priyadharshani,Sri Lanka,Australia,4,TopSport
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Udeshika Prabodhani,Sri Lanka,Australia,4,TopSport
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Shashini Gimhani,Sri Lanka,Australia,4.2,TopSport
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Achini Kulasuriya,Sri Lanka,Australia,4.6,TopSport
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Chamari Athapaththu,Sri Lanka,Australia,4.6,TopSport
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Ama Kanchana,Sri Lanka,Australia,5.5,TopSport
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Kavisha Dilhari,Sri Lanka,Australia,5.5,TopSport
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Sugandika Kumari,Sri Lanka,Australia,6,TopSport
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Sachini Nisansala,Sri Lanka,Australia,6.5,TopSport
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Nahida Akter,Bangladesh,England,3.7,TopSport
