match,market,home_team,away_team,player_name,player_team,opposition_team,price,agency
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Rabeya Khan,Bangladesh,England,4.4,TopSport
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Fahima Khatun,Bangladesh,England,4.8,TopSport
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Marufa Akter,Bangladesh,England,4.8,TopSport
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Jahanara Alam,Bangladesh,England,5,TopSport
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Shorna Akter,Bangladesh,England,5,TopSport
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Disha Biswas,Bangladesh,England,5.5,TopSport
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Sultana Khatun,Bangladesh,England,6,TopSport
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Ritu Moni,Bangladesh,England,7.5,TopSport
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Sophie Ecclestone,England,Bangladesh,3.7,TopSport
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Lauren Bell,England,Bangladesh,4.2,TopSport
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Sarah Glenn,England,Bangladesh,4.2,TopSport
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Charlie Dean,England,Bangladesh,4.4,TopSport
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Lauren Filer,England,Bangladesh,4.8,TopSport
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Natalie Sciver Brunt,England,Bangladesh,5,TopSport
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Freya Kemp,England,Bangladesh,5.5,TopSport
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Linsey Smith,England,Bangladesh,5.5,TopSport
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Danielle Wyatt,England,Bangladesh,7,TopSport
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Heather Knight,England,Bangladesh,8,TopSport
India v Pakistan,Top Team Wicket Taker,India,Pakistan,Deepti Sharma,India,Pakistan,3.8,TopSport
India v Pakistan,Top Team Wicket Taker,India,Pakistan,Shreyanka Patil,India,Pakistan,4.4,TopSport
India v Pakistan,Top Team Wicket Taker,India,Pakistan,Radha Yadav,India,Pakistan,4.6,TopSport
India v Pakistan,Top Team Wicket Taker,India,Pakistan,Arundhati Reddy,India,Pakistan,5,TopSport
India v Pakistan,Top Team Wicket Taker,India,Pakistan,Asha Sobhana,India,Pakistan,5,TopSport
India v Pakistan,Top Team Wicket Taker,India,Pakistan,Renuka Singh,India,Pakistan,5,TopSport
India v Pakistan,Top Team Wicket Taker,India,Pakistan,Pooja Vastrakar,India,Pakistan,5.5,TopSport
India v Pakistan,Top Team Wicket Taker,India,Pakistan,Sajeevan Sajana,India,Pakistan,7,TopSport
India v Pakistan,Top Team Wicket Taker,India,Pakistan,Harmanpreet Kaur,India,Pakistan,10,TopSport
India v Pakistan,Top Team Wicket Taker,India,Pakistan,Sadia Iqbal,Pakistan,India,4,TopSport
India v Pakistan,Top Team Wicket Taker,India,Pakistan,Fatima Sana,Pakistan,India,4.6,TopSport
India v Pakistan,Top Team Wicket Taker,India,Pakistan,Nashra Sandhu,Pakistan,India,4.8,TopSport
India v Pakistan,Top Team Wicket Taker,India,Pakistan,Nida Dar,Pakistan,India,4.8,TopSport
India v Pakistan,Top Team Wicket Taker,India,Pakistan,Syeda Aroob Shah,Pakistan,India,4.8,TopSport
India v Pakistan,Top Team Wicket Taker,India,Pakistan,Tasmia Rubab,Pakistan,India,5,TopSport
India v Pakistan,Top Team Wicket Taker,India,Pakistan,Diana Baig,Pakistan,India,6.5,TopSport
India v Pakistan,Top Team Wicket Taker,India,Pakistan,Tuba Hassan,Pakistan,India,6.5,TopSport
India v Pakistan,Top Team Wicket Taker,India,Pakistan,Aliya Riaz,Pakistan,India,9.5,TopSport
West Indies v Scotland Women,Top Team Wicket Taker,West Indies,Scotland Women,Kathryn Bryce,Scotland Women,West Indies,4.2,TopSport
West Indies v Scotland Women,Top Team Wicket Taker,West Indies,Scotland Women,Abtaha Maqsood,Scotland Women,West Indies,4.4,TopSport
West Indies v Scotland Women,Top Team Wicket Taker,West Indies,Scotland Women,Katherine Fraser,Scotland Women,West Indies,4.6,TopSport
West Indies v Scotland Women,Top Team Wicket Taker,West Indies,Scotland Women,Olivia Bell,Scotland Women,West Indies,4.8,TopSport
West Indies v Scotland Women,Top Team Wicket Taker,West Indies,Scotland Women,Rachel Slater,Scotland Women,West Indies,5,TopSport
West Indies v Scotland Women,Top Team Wicket Taker,West Indies,Scotland Women,Saskia Horley,Scotland Women,West Indies,5.5,TopSport
West Indies v Scotland Women,Top Team Wicket Taker,West Indies,Scotland Women,Chloe Abel,Scotland Women,West Indies,6,TopSport
West Indies v Scotland Women,Top Team Wicket Taker,West Indies,Scotland Women,Hannah Rainey,Scotland Women,West Indies,6.5,TopSport
West Indies v Scotland Women,Top Team Wicket Taker,West Indies,Scotland Women,Darcey Carter,Scotland Women,West Indies,7.5,TopSport
West Indies v Scotland Women,Top Team Wicket Taker,West Indies,Scotland Women,Priyanaz Chatterji,Scotland Women,West Indies,8.5,TopSport
West Indies v Scotland Women,Top Team Wicket Taker,West Indies,Scotland Women,Hayley Matthews,West Indies,Scotland Women,3.6,TopSport
West Indies v Scotland Women,Top Team Wicket Taker,West Indies,Scotland Women,Afy Fletcher,West Indies,Scotland Women,4.2,TopSport
West Indies v Scotland Women,Top Team Wicket Taker,West Indies,Scotland Women,Karishma Ramharack,West Indies,Scotland Women,5,TopSport
West Indies v Scotland Women,Top Team Wicket Taker,West Indies,Scotland Women,Deandra Dottin,West Indies,Scotland Women,6,TopSport
West Indies v Scotland Women,Top Team Wicket Taker,West Indies,Scotland Women,Shamilia Connell,West Indies,Scotland Women,6,TopSport
West Indies v Scotland Women,Top Team Wicket Taker,West Indies,Scotland Women,Aaliyah Alleyne,West Indies,Scotland Women,6.5,TopSport
West Indies v Scotland Women,Top Team Wicket Taker,West Indies,Scotland Women,Qiana Joseph,West Indies,Scotland Women,8,TopSport
West Indies v Scotland Women,Top Team Wicket Taker,West Indies,Scotland Women,Nerissa Crafton,West Indies,Scotland Women,9,TopSport
West Indies v Scotland Women,Top Team Wicket Taker,West Indies,Scotland Women,Mandy Mangru,West Indies,Scotland Women,11,TopSport
West Indies v Scotland Women,Top Team Wicket Taker,West Indies,Scotland Women,Zaida James,West Indies,Scotland Women,11,TopSport
