match,market,home_team,away_team,player_name,player_team,opposition_team,price,agency
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Grace Harris,Australia,Sri Lanka,NA,Sportsbet
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Phoebe Litchfield,Australia,Sri Lanka,NA,Sportsbet
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Tahlia McGrath,Australia,Sri Lanka,NA,Sportsbet
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Dilara Akter Dola,Bangladesh,England,NA,Sportsbet
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Jahanara Alam,Bangladesh,England,3.8,Sportsbet
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Disha Biswas,Bangladesh,England,4.4,Sportsbet
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Marufa Akter,Bangladesh,England,4.75,Sportsbet
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Fahima Khatun,Bangladesh,England,5.6,Sportsbet
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Murshida Khatun,Bangladesh,England,NA,Sportsbet
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Nigar Sultana Joty,Bangladesh,England,NA,Sportsbet
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Rabeya Khan,Bangladesh,England,4.7,Sportsbet
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Ritu Moni,Bangladesh,England,5.9,Sportsbet
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Shathi Rani,Bangladesh,England,NA,Sportsbet
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Sobhana Mostari,Bangladesh,England,NA,Sportsbet
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Sultana Khatun,Bangladesh,England,3.8,Sportsbet
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Nahida Akter,Bangladesh,England,4,Sportsbet
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Shorna Akter,Bangladesh,England,7.5,Sportsbet
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Taj Nehar,Bangladesh,England,NA,Sportsbet
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Alice Capsey,England,Bangladesh,NA,Sportsbet
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Amy Jones,England,Bangladesh,NA,Sportsbet
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Bess Heath,England,Bangladesh,NA,Sportsbet
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Danielle Gibson,England,Bangladesh,8.25,Sportsbet
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Danielle Wyatt,England,Bangladesh,NA,Sportsbet
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Heather Knight,England,Bangladesh,NA,Sportsbet
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Sarah Glenn,England,Bangladesh,4.75,Sportsbet
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Charlie Dean,England,Bangladesh,5,Sportsbet
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Lauren Bell,England,Bangladesh,5.2,Sportsbet
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Linsey Smith,England,Bangladesh,7,Sportsbet
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Maia Bouchier,England,Bangladesh,NA,Sportsbet
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Natalie Ruth Sciver-Brunt,England,Bangladesh,7.5,Sportsbet
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Sophia Dunkley,England,Bangladesh,NA,Sportsbet
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Sophie Ecclestone,England,Bangladesh,3.35,Sportsbet
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Freya Kemp,England,Bangladesh,10,Sportsbet
