match,start_time,market_name,home_team,home_win,away_team,away_win,margin,agency
Australia v Sri Lanka,2024-10-05T20:00:00Z,Head To Head,Australia,1.07,Sri Lanka,7.5,1.068,TopSport
Bangladesh v England,2024-10-06T00:00:00Z,Head To Head,Bangladesh,8.75,England,1.05,1.067,TopSport
India v Pakistan,2024-10-06T20:00:00Z,Head To Head,India,1.16,Pakistan,4.8,1.07,TopSport
West Indies v Scotland Women,2024-10-07T00:00:00Z,Head To Head,West Indies,1.14,Scotland Women,5.5,1.059,TopSport
