match,home_team,away_team,market,player_name,line,over_price,agency
South Africa T20 Women v West Indies T20 Women,West Indies T20 Women,South Africa T20 Women,Player Wickets,Marizanne Kapp,0.5,1.22,Pointsbet
South Africa T20 Women v West Indies T20 Women,West Indies T20 Women,South Africa T20 Women,Player Wickets,Marizanne Kapp,1.5,2,Pointsbet
South Africa T20 Women v West Indies T20 Women,West Indies T20 Women,South Africa T20 Women,Player Wickets,Marizanne Kapp,2.5,4,Pointsbet
South Africa T20 Women v West Indies T20 Women,West Indies T20 Women,South Africa T20 Women,Player Wickets,Marizanne Kapp,3.5,9,Pointsbet
South Africa T20 Women v West Indies T20 Women,West Indies T20 Women,South Africa T20 Women,Player Wickets,Marizanne Kapp,4.5,23,Pointsbet
South Africa T20 Women v West Indies T20 Women,West Indies T20 Women,South Africa T20 Women,Player Wickets,Tumi Sekhukhune,0.5,1.34,Pointsbet
South Africa T20 Women v West Indies T20 Women,West Indies T20 Women,South Africa T20 Women,Player Wickets,Tumi Sekhukhune,1.5,2.5,Pointsbet
South Africa T20 Women v West Indies T20 Women,West Indies T20 Women,South Africa T20 Women,Player Wickets,Tumi Sekhukhune,2.5,5.5,Pointsbet
South Africa T20 Women v West Indies T20 Women,West Indies T20 Women,South Africa T20 Women,Player Wickets,Tumi Sekhukhune,3.5,13,Pointsbet
South Africa T20 Women v West Indies T20 Women,West Indies T20 Women,South Africa T20 Women,Player Wickets,Tumi Sekhukhune,4.5,29,Pointsbet
South Africa T20 Women v West Indies T20 Women,West Indies T20 Women,South Africa T20 Women,Player Wickets,Chloe Tryon,0.5,1.45,Pointsbet
South Africa T20 Women v West Indies T20 Women,West Indies T20 Women,South Africa T20 Women,Player Wickets,Chloe Tryon,1.5,2.95,Pointsbet
South Africa T20 Women v West Indies T20 Women,West Indies T20 Women,South Africa T20 Women,Player Wickets,Chloe Tryon,2.5,7.5,Pointsbet
South Africa T20 Women v West Indies T20 Women,West Indies T20 Women,South Africa T20 Women,Player Wickets,Chloe Tryon,3.5,17,Pointsbet
South Africa T20 Women v West Indies T20 Women,West Indies T20 Women,South Africa T20 Women,Player Wickets,Chloe Tryon,4.5,31,Pointsbet
South Africa T20 Women v West Indies T20 Women,West Indies T20 Women,South Africa T20 Women,Player Wickets,Hayley Matthews,0.5,1.22,Pointsbet
South Africa T20 Women v West Indies T20 Women,West Indies T20 Women,South Africa T20 Women,Player Wickets,Hayley Matthews,1.5,2,Pointsbet
South Africa T20 Women v West Indies T20 Women,West Indies T20 Women,South Africa T20 Women,Player Wickets,Hayley Matthews,2.5,4,Pointsbet
South Africa T20 Women v West Indies T20 Women,West Indies T20 Women,South Africa T20 Women,Player Wickets,Hayley Matthews,3.5,9,Pointsbet
South Africa T20 Women v West Indies T20 Women,West Indies T20 Women,South Africa T20 Women,Player Wickets,Hayley Matthews,4.5,23,Pointsbet
South Africa T20 Women v West Indies T20 Women,West Indies T20 Women,South Africa T20 Women,Player Wickets,Afy Fletcher,0.5,1.32,Pointsbet
South Africa T20 Women v West Indies T20 Women,West Indies T20 Women,South Africa T20 Women,Player Wickets,Afy Fletcher,1.5,2.4,Pointsbet
South Africa T20 Women v West Indies T20 Women,West Indies T20 Women,South Africa T20 Women,Player Wickets,Afy Fletcher,2.5,5.5,Pointsbet
South Africa T20 Women v West Indies T20 Women,West Indies T20 Women,South Africa T20 Women,Player Wickets,Afy Fletcher,3.5,13,Pointsbet
South Africa T20 Women v West Indies T20 Women,West Indies T20 Women,South Africa T20 Women,Player Wickets,Afy Fletcher,4.5,29,Pointsbet
South Africa T20 Women v West Indies T20 Women,West Indies T20 Women,South Africa T20 Women,Player Wickets,Aaliyah Alleyne,0.5,1.56,Pointsbet
South Africa T20 Women v West Indies T20 Women,West Indies T20 Women,South Africa T20 Women,Player Wickets,Aaliyah Alleyne,1.5,3.5,Pointsbet
South Africa T20 Women v West Indies T20 Women,West Indies T20 Women,South Africa T20 Women,Player Wickets,Aaliyah Alleyne,2.5,9,Pointsbet
South Africa T20 Women v West Indies T20 Women,West Indies T20 Women,South Africa T20 Women,Player Wickets,Aaliyah Alleyne,3.5,19,Pointsbet
South Africa T20 Women v West Indies T20 Women,West Indies T20 Women,South Africa T20 Women,Player Wickets,Aaliyah Alleyne,4.5,34,Pointsbet
India T20 Women v New Zealand T20 Women,New Zealand T20 Women,India T20 Women,Player Wickets,Deepti Sharma,0.5,1.22,Pointsbet
India T20 Women v New Zealand T20 Women,New Zealand T20 Women,India T20 Women,Player Wickets,Deepti Sharma,1.5,2,Pointsbet
India T20 Women v New Zealand T20 Women,New Zealand T20 Women,India T20 Women,Player Wickets,Deepti Sharma,2.5,4,Pointsbet
India T20 Women v New Zealand T20 Women,New Zealand T20 Women,India T20 Women,Player Wickets,Deepti Sharma,3.5,9,Pointsbet
India T20 Women v New Zealand T20 Women,New Zealand T20 Women,India T20 Women,Player Wickets,Deepti Sharma,4.5,23,Pointsbet
India T20 Women v New Zealand T20 Women,New Zealand T20 Women,India T20 Women,Player Wickets,Radha Yadav,0.5,1.29,Pointsbet
India T20 Women v New Zealand T20 Women,New Zealand T20 Women,India T20 Women,Player Wickets,Radha Yadav,1.5,2.3,Pointsbet
India T20 Women v New Zealand T20 Women,New Zealand T20 Women,India T20 Women,Player Wickets,Radha Yadav,2.5,5,Pointsbet
India T20 Women v New Zealand T20 Women,New Zealand T20 Women,India T20 Women,Player Wickets,Radha Yadav,3.5,12,Pointsbet
India T20 Women v New Zealand T20 Women,New Zealand T20 Women,India T20 Women,Player Wickets,Radha Yadav,4.5,29,Pointsbet
India T20 Women v New Zealand T20 Women,New Zealand T20 Women,India T20 Women,Player Wickets,Pooja Vastrakar,0.5,1.34,Pointsbet
India T20 Women v New Zealand T20 Women,New Zealand T20 Women,India T20 Women,Player Wickets,Pooja Vastrakar,1.5,2.5,Pointsbet
India T20 Women v New Zealand T20 Women,New Zealand T20 Women,India T20 Women,Player Wickets,Pooja Vastrakar,2.5,5.5,Pointsbet
India T20 Women v New Zealand T20 Women,New Zealand T20 Women,India T20 Women,Player Wickets,Pooja Vastrakar,3.5,13,Pointsbet
India T20 Women v New Zealand T20 Women,New Zealand T20 Women,India T20 Women,Player Wickets,Pooja Vastrakar,4.5,29,Pointsbet
India T20 Women v New Zealand T20 Women,New Zealand T20 Women,India T20 Women,Player Wickets,Renuka Singh,0.5,1.34,Pointsbet
India T20 Women v New Zealand T20 Women,New Zealand T20 Women,India T20 Women,Player Wickets,Renuka Singh,1.5,2.5,Pointsbet
India T20 Women v New Zealand T20 Women,New Zealand T20 Women,India T20 Women,Player Wickets,Renuka Singh,2.5,5.5,Pointsbet
