match,home_team,away_team,market,player_name,line,over_price,agency
India T20 Women v New Zealand T20 Women,New Zealand T20 Women,India T20 Women,Player Wickets,Renuka Singh,3.5,13,Pointsbet
India T20 Women v New Zealand T20 Women,New Zealand T20 Women,India T20 Women,Player Wickets,Renuka Singh,4.5,29,Pointsbet
India T20 Women v New Zealand T20 Women,New Zealand T20 Women,India T20 Women,Player Wickets,Amelia Kerr,0.5,1.22,Pointsbet
India T20 Women v New Zealand T20 Women,New Zealand T20 Women,India T20 Women,Player Wickets,Amelia Kerr,1.5,2,Pointsbet
India T20 Women v New Zealand T20 Women,New Zealand T20 Women,India T20 Women,Player Wickets,Amelia Kerr,2.5,4,Pointsbet
India T20 Women v New Zealand T20 Women,New Zealand T20 Women,India T20 Women,Player Wickets,Amelia Kerr,3.5,9,Pointsbet
India T20 Women v New Zealand T20 Women,New Zealand T20 Women,India T20 Women,Player Wickets,Amelia Kerr,4.5,23,Pointsbet
India T20 Women v New Zealand T20 Women,New Zealand T20 Women,India T20 Women,Player Wickets,Leigh Kasperek,0.5,1.34,Pointsbet
India T20 Women v New Zealand T20 Women,New Zealand T20 Women,India T20 Women,Player Wickets,Leigh Kasperek,1.5,2.5,Pointsbet
India T20 Women v New Zealand T20 Women,New Zealand T20 Women,India T20 Women,Player Wickets,Leigh Kasperek,2.5,5.5,Pointsbet
India T20 Women v New Zealand T20 Women,New Zealand T20 Women,India T20 Women,Player Wickets,Leigh Kasperek,3.5,13,Pointsbet
India T20 Women v New Zealand T20 Women,New Zealand T20 Women,India T20 Women,Player Wickets,Leigh Kasperek,4.5,29,Pointsbet
India T20 Women v New Zealand T20 Women,New Zealand T20 Women,India T20 Women,Player Wickets,Sophie Devine,0.5,1.41,Pointsbet
India T20 Women v New Zealand T20 Women,New Zealand T20 Women,India T20 Women,Player Wickets,Sophie Devine,1.5,2.8,Pointsbet
India T20 Women v New Zealand T20 Women,New Zealand T20 Women,India T20 Women,Player Wickets,Sophie Devine,2.5,6.5,Pointsbet
India T20 Women v New Zealand T20 Women,New Zealand T20 Women,India T20 Women,Player Wickets,Sophie Devine,3.5,17,Pointsbet
India T20 Women v New Zealand T20 Women,New Zealand T20 Women,India T20 Women,Player Wickets,Sophie Devine,4.5,31,Pointsbet
India T20 Women v New Zealand T20 Women,New Zealand T20 Women,India T20 Women,Player Wickets,Lea Tahuhu,0.5,1.41,Pointsbet
India T20 Women v New Zealand T20 Women,New Zealand T20 Women,India T20 Women,Player Wickets,Lea Tahuhu,1.5,2.8,Pointsbet
India T20 Women v New Zealand T20 Women,New Zealand T20 Women,India T20 Women,Player Wickets,Lea Tahuhu,2.5,6.5,Pointsbet
India T20 Women v New Zealand T20 Women,New Zealand T20 Women,India T20 Women,Player Wickets,Lea Tahuhu,3.5,17,Pointsbet
India T20 Women v New Zealand T20 Women,New Zealand T20 Women,India T20 Women,Player Wickets,Lea Tahuhu,4.5,31,Pointsbet
Australia T20 Women v Sri Lanka T20 Women,Sri Lanka T20 Women,Australia T20 Women,Player Wickets,Ashleigh Gardner,0.5,1.16,Pointsbet
Australia T20 Women v Sri Lanka T20 Women,Sri Lanka T20 Women,Australia T20 Women,Player Wickets,Ashleigh Gardner,1.5,1.75,Pointsbet
Australia T20 Women v Sri Lanka T20 Women,Sri Lanka T20 Women,Australia T20 Women,Player Wickets,Ashleigh Gardner,2.5,3.2,Pointsbet
Australia T20 Women v Sri Lanka T20 Women,Sri Lanka T20 Women,Australia T20 Women,Player Wickets,Ashleigh Gardner,3.5,7,Pointsbet
Australia T20 Women v Sri Lanka T20 Women,Sri Lanka T20 Women,Australia T20 Women,Player Wickets,Ashleigh Gardner,4.5,21,Pointsbet
Australia T20 Women v Sri Lanka T20 Women,Sri Lanka T20 Women,Australia T20 Women,Player Wickets,Megan Schutt,0.5,1.16,Pointsbet
Australia T20 Women v Sri Lanka T20 Women,Sri Lanka T20 Women,Australia T20 Women,Player Wickets,Megan Schutt,1.5,1.75,Pointsbet
Australia T20 Women v Sri Lanka T20 Women,Sri Lanka T20 Women,Australia T20 Women,Player Wickets,Megan Schutt,2.5,3.2,Pointsbet
Australia T20 Women v Sri Lanka T20 Women,Sri Lanka T20 Women,Australia T20 Women,Player Wickets,Megan Schutt,3.5,7,Pointsbet
Australia T20 Women v Sri Lanka T20 Women,Sri Lanka T20 Women,Australia T20 Women,Player Wickets,Megan Schutt,4.5,21,Pointsbet
Australia T20 Women v Sri Lanka T20 Women,Sri Lanka T20 Women,Australia T20 Women,Player Wickets,Sophie Molineux,0.5,1.17,Pointsbet
Australia T20 Women v Sri Lanka T20 Women,Sri Lanka T20 Women,Australia T20 Women,Player Wickets,Sophie Molineux,1.5,1.77,Pointsbet
Australia T20 Women v Sri Lanka T20 Women,Sri Lanka T20 Women,Australia T20 Women,Player Wickets,Sophie Molineux,2.5,3.4,Pointsbet
Australia T20 Women v Sri Lanka T20 Women,Sri Lanka T20 Women,Australia T20 Women,Player Wickets,Sophie Molineux,3.5,7.5,Pointsbet
Australia T20 Women v Sri Lanka T20 Women,Sri Lanka T20 Women,Australia T20 Women,Player Wickets,Sophie Molineux,4.5,21,Pointsbet
Australia T20 Women v Sri Lanka T20 Women,Sri Lanka T20 Women,Australia T20 Women,Player Wickets,Annabel Sutherland,0.5,1.22,Pointsbet
Australia T20 Women v Sri Lanka T20 Women,Sri Lanka T20 Women,Australia T20 Women,Player Wickets,Annabel Sutherland,1.5,2,Pointsbet
Australia T20 Women v Sri Lanka T20 Women,Sri Lanka T20 Women,Australia T20 Women,Player Wickets,Annabel Sutherland,2.5,4,Pointsbet
Australia T20 Women v Sri Lanka T20 Women,Sri Lanka T20 Women,Australia T20 Women,Player Wickets,Annabel Sutherland,3.5,9,Pointsbet
Australia T20 Women v Sri Lanka T20 Women,Sri Lanka T20 Women,Australia T20 Women,Player Wickets,Annabel Sutherland,4.5,23,Pointsbet
Australia T20 Women v Sri Lanka T20 Women,Sri Lanka T20 Women,Australia T20 Women,Player Wickets,Chamari Athapaththu,0.5,1.45,Pointsbet
Australia T20 Women v Sri Lanka T20 Women,Sri Lanka T20 Women,Australia T20 Women,Player Wickets,Chamari Athapaththu,1.5,2.95,Pointsbet
Australia T20 Women v Sri Lanka T20 Women,Sri Lanka T20 Women,Australia T20 Women,Player Wickets,Chamari Athapaththu,2.5,7.5,Pointsbet
Australia T20 Women v Sri Lanka T20 Women,Sri Lanka T20 Women,Australia T20 Women,Player Wickets,Chamari Athapaththu,3.5,17,Pointsbet
Australia T20 Women v Sri Lanka T20 Women,Sri Lanka T20 Women,Australia T20 Women,Player Wickets,Chamari Athapaththu,4.5,31,Pointsbet
Australia T20 Women v Sri Lanka T20 Women,Sri Lanka T20 Women,Australia T20 Women,Player Wickets,Udeshika Prabodani,0.5,1.56,Pointsbet
Australia T20 Women v Sri Lanka T20 Women,Sri Lanka T20 Women,Australia T20 Women,Player Wickets,Udeshika Prabodani,1.5,3.5,Pointsbet
Australia T20 Women v Sri Lanka T20 Women,Sri Lanka T20 Women,Australia T20 Women,Player Wickets,Udeshika Prabodani,2.5,9,Pointsbet
Australia T20 Women v Sri Lanka T20 Women,Sri Lanka T20 Women,Australia T20 Women,Player Wickets,Udeshika Prabodani,3.5,19,Pointsbet
Australia T20 Women v Sri Lanka T20 Women,Sri Lanka T20 Women,Australia T20 Women,Player Wickets,Udeshika Prabodani,4.5,34,Pointsbet
Australia T20 Women v Sri Lanka T20 Women,Sri Lanka T20 Women,Australia T20 Women,Player Wickets,Sugandika Kumari,0.5,1.61,Pointsbet
Australia T20 Women v Sri Lanka T20 Women,Sri Lanka T20 Women,Australia T20 Women,Player Wickets,Sugandika Kumari,1.5,3.8,Pointsbet
Australia T20 Women v Sri Lanka T20 Women,Sri Lanka T20 Women,Australia T20 Women,Player Wickets,Sugandika Kumari,2.5,10,Pointsbet
Australia T20 Women v Sri Lanka T20 Women,Sri Lanka T20 Women,Australia T20 Women,Player Wickets,Sugandika Kumari,3.5,21,Pointsbet
Australia T20 Women v Sri Lanka T20 Women,Sri Lanka T20 Women,Australia T20 Women,Player Wickets,Sugandika Kumari,4.5,34,Pointsbet
Australia T20 Women v Sri Lanka T20 Women,Sri Lanka T20 Women,Australia T20 Women,Player Wickets,Inoshi Fernando,0.5,1.67,Pointsbet
Australia T20 Women v Sri Lanka T20 Women,Sri Lanka T20 Women,Australia T20 Women,Player Wickets,Inoshi Fernando,1.5,4.1,Pointsbet
Australia T20 Women v Sri Lanka T20 Women,Sri Lanka T20 Women,Australia T20 Women,Player Wickets,Inoshi Fernando,2.5,11,Pointsbet
Australia T20 Women v Sri Lanka T20 Women,Sri Lanka T20 Women,Australia T20 Women,Player Wickets,Inoshi Fernando,3.5,21,Pointsbet
Australia T20 Women v Sri Lanka T20 Women,Sri Lanka T20 Women,Australia T20 Women,Player Wickets,Inoshi Fernando,4.5,34,Pointsbet
