match,market_name,home_team,home_win,away_team,away_win,margin,agency
Manchester Originals v Trent Rockets,Head To Head,Manchester Originals,2.25,Trent Rockets,1.61,1.066,Sportsbet
Northern Superchargers v Southern Brave,Head To Head,Northern Superchargers,2.1,Southern Brave,1.72,1.058,Sportsbet
London Spirit v Welsh Fire,Head To Head,London Spirit,1.72,Welsh Fire,2.1,1.058,Sportsbet
