match,market,home_team,away_team,team,line,over_price,under_price,agency
Manchester Originals v Trent Rockets,Total Team Fours,Manchester Originals,Trent Rockets,Manchester Originals,11.5,1.81,1.93,Sportsbet
Manchester Originals v Trent Rockets,Total Team Fours,Manchester Originals,Trent Rockets,Trent Rockets,12.5,1.84,1.89,Sportsbet
Northern Superchargers v Southern Brave,Total Team Fours,Northern Superchargers,Southern Brave,Northern Superchargers,12.5,2.04,1.72,Sportsbet
Northern Superchargers v Southern Brave,Total Team Fours,Northern Superchargers,Southern Brave,Southern Brave,13.5,1.9,1.83,Sportsbet
London Spirit v Welsh Fire,Total Team Fours,London Spirit,Welsh Fire,London Spirit,13.5,2.04,1.72,Sportsbet
London Spirit v Welsh Fire,Total Team Fours,London Spirit,Welsh Fire,Welsh Fire,12.5,1.95,1.79,Sportsbet
