match,market,team,line,over_price,under_price,agency
Welsh Fire v Northern Superchargers,Fall of 1st Wicket,Northern Superchargers,19.5,1.87,1.87,TAB
Welsh Fire v Northern Superchargers,Fall of 1st Wicket,Fir,18.5,1.87,1.87,TAB
Oval Invincibles v Southern Brave,Fall of 1st Wicket,Oval Invincibles,22.5,1.87,1.87,TAB
Oval Invincibles v Southern Brave,Fall of 1st Wicket,Bve,21.5,1.87,1.87,TAB
London Spirit v Manchester Originals,Fall of 1st Wicket,London Spirit,18.5,1.87,1.87,TAB
London Spirit v Manchester Originals,Fall of 1st Wicket,Manchester Originals,19.5,1.87,1.87,TAB
