match,start_time,market_name,home_team,home_win,away_team,away_win,margin,agency
Manchester Originals v Trent Rockets,2024-07-29T17:35:00Z,Head To Head,Trent Rockets,2.25,Manchester Originals,1.62,1.062,BetRight
Northern Superchargers v Southern Brave,2024-07-30T17:35:00Z,Head To Head,Southern Brave,2.13,Northern Superchargers,1.68,1.065,BetRight
