match,market,home_team,away_team,team,line,over_price,under_price,agency
Manchester Originals v Trent Rockets,Total Team Sixes,Manchester Originals,Trent Rockets,Manchester Originals,5.5,2.1,1.68,Sportsbet
Manchester Originals v Trent Rockets,Total Team Sixes,Manchester Originals,Trent Rockets,Trent Rockets,6.5,2.12,1.67,Sportsbet
Northern Superchargers v Southern Brave,Total Team Sixes,Northern Superchargers,Southern Brave,Northern Superchargers,6.5,2.07,1.7,Sportsbet
Northern Superchargers v Southern Brave,Total Team Sixes,Northern Superchargers,Southern Brave,Southern Brave,5.5,1.93,1.8,Sportsbet
London Spirit v Welsh Fire,Total Team Sixes,London Spirit,Welsh Fire,London Spirit,5.5,1.99,1.76,Sportsbet
London Spirit v Welsh Fire,Total Team Sixes,London Spirit,Welsh Fire,Welsh Fire,5.5,1.79,1.95,Sportsbet
