match,team,line,over_price,under_price,market,agency
San Francisco Unicorns v Seattle Orcas,San Francisco Unicorns,27.5,1.9,1.9,Fall of 1st Wicket - Team,Bet365
San Francisco Unicorns v Seattle Orcas,Seattle Orcas,21.5,1.9,1.9,Fall of 1st Wicket - Team,Bet365
