match,player_name,player_team,line,over_price,under_price,market,agency
Texas Super Kings v MI New York,Faf du Plessis,Texas Super Kings,1.5,2.75,1.4,Batter Match sixes,Bet365
Texas Super Kings v MI New York,Faf du Plessis,Texas Super Kings,2.5,1.66,2.1,Batter Match fours,Bet365
Texas Super Kings v MI New York,M Patel,MI New York,0.5,1.61,2.2,Batter Match sixes,Bet365
Texas Super Kings v MI New York,M Patel,MI New York,2.5,2.1,1.66,Batter Match fours,Bet365
Texas Super Kings v MI New York,MG Bracewell,MI New York,0.5,1.44,2.62,Batter Match sixes,Bet365
Texas Super Kings v MI New York,MG Bracewell,MI New York,1.5,1.61,2.2,Batter Match fours,Bet365
Texas Super Kings v MI New York,Marcus Stoinis,Texas Super Kings,0.5,1.53,2.37,Batter Match sixes,Bet365
Texas Super Kings v MI New York,Marcus Stoinis,Texas Super Kings,2.5,2.25,1.57,Batter Match fours,Bet365
Texas Super Kings v MI New York,Nicholas Pooran,MI New York,1.5,1.66,2.1,Batter Match fours,Bet365
Texas Super Kings v MI New York,Nicholas Pooran,MI New York,1.5,1.83,1.83,Batter Match sixes,Bet365
Texas Super Kings v MI New York,Quinton de Kock,MI New York,1.5,2.75,1.4,Batter Match sixes,Bet365
Texas Super Kings v MI New York,Quinton de Kock,MI New York,2.5,1.83,1.83,Batter Match fours,Bet365
Texas Super Kings v MI New York,S Mukkamalla,Texas Super Kings,0.5,1.53,2.37,Batter Match sixes,Bet365
Texas Super Kings v MI New York,S Mukkamalla,Texas Super Kings,2.5,1.9,1.8,Batter Match fours,Bet365
Texas Super Kings v MI New York,S Patel,Texas Super Kings,0.5,1.72,2,Batter Match sixes,Bet365
Texas Super Kings v MI New York,S Patel,Texas Super Kings,2.5,2.25,1.57,Batter Match fours,Bet365
San Francisco Unicorns v Seattle Orcas,A Jones,Seattle Orcas,0.5,1.83,1.83,Batter Match sixes,Bet365
San Francisco Unicorns v Seattle Orcas,A Jones,Seattle Orcas,1.5,2,1.72,Batter Match fours,Bet365
San Francisco Unicorns v Seattle Orcas,FH Allen,San Francisco Unicorns,1.5,2,1.72,Batter Match sixes,Bet365
San Francisco Unicorns v Seattle Orcas,FH Allen,San Francisco Unicorns,2.5,1.72,2,Batter Match fours,Bet365
San Francisco Unicorns v Seattle Orcas,H Klaasen,Seattle Orcas,1.5,1.83,1.83,Batter Match fours,Bet365
San Francisco Unicorns v Seattle Orcas,H Klaasen,Seattle Orcas,1.5,2.2,1.61,Batter Match sixes,Bet365
San Francisco Unicorns v Seattle Orcas,Josh Brown,Seattle Orcas,1.5,2.2,1.61,Batter Match sixes,Bet365
San Francisco Unicorns v Seattle Orcas,Josh Brown,Seattle Orcas,2.5,2.2,1.61,Batter Match fours,Bet365
San Francisco Unicorns v Seattle Orcas,Jake Fraser-McGurk,San Francisco Unicorns,1.5,1.61,2.2,Batter Match fours,Bet365
San Francisco Unicorns v Seattle Orcas,Jake Fraser-McGurk,San Francisco Unicorns,1.5,2.25,1.57,Batter Match sixes,Bet365
San Francisco Unicorns v Seattle Orcas,Matt Short,San Francisco Unicorns,1.5,2.25,1.57,Batter Match sixes,Bet365
San Francisco Unicorns v Seattle Orcas,Matt Short,San Francisco Unicorns,2.5,1.8,1.9,Batter Match fours,Bet365
San Francisco Unicorns v Seattle Orcas,S Jahangir,Seattle Orcas,0.5,1.83,1.83,Batter Match sixes,Bet365
San Francisco Unicorns v Seattle Orcas,S Jahangir,Seattle Orcas,1.5,1.66,2.1,Batter Match fours,Bet365
San Francisco Unicorns v Seattle Orcas,S Krishnamurthi,San Francisco Unicorns,0.5,1.5,2.5,Batter Match sixes,Bet365
San Francisco Unicorns v Seattle Orcas,S Krishnamurthi,San Francisco Unicorns,1.5,1.61,2.2,Batter Match fours,Bet365
