match,market_name,home_team,home_win,away_team,away_win,margin,agency
MI New York v Texas Super Kings,Head To Head,MI New York,1.8,Texas Super Kings,2,1.056,Bet365
Seattle Orcas v San Francisco Unicorns,Head To Head,Seattle Orcas,2.1,San Francisco Unicorns,1.72,1.058,Bet365
