match,player_name,player_team,line,over_price,under_price,market,agency
San Francisco Unicorns v Seattle Orcas,H Klaasen,Seattle Orcas,69.5,4,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,Hassan Khan,San Francisco Unicorns,9.5,1.44,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,Hassan Khan,San Francisco Unicorns,19.5,2,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,Hassan Khan,San Francisco Unicorns,29.5,2.75,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,Hassan Khan,San Francisco Unicorns,49.5,6,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,Hassan Khan,San Francisco Unicorns,69.5,23,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,Josh Brown,Seattle Orcas,9.5,1.28,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,Josh Brown,Seattle Orcas,19.5,1.57,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,Josh Brown,Seattle Orcas,23.5,1.83,1.83,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,Josh Brown,Seattle Orcas,29.5,2,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,Josh Brown,Seattle Orcas,49.5,3.4,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,Josh Brown,Seattle Orcas,69.5,4.33,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,Jake Fraser-McGurk,San Francisco Unicorns,9.5,1.28,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,Jake Fraser-McGurk,San Francisco Unicorns,19.5,1.61,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,Jake Fraser-McGurk,San Francisco Unicorns,22.5,1.83,1.83,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,Jake Fraser-McGurk,San Francisco Unicorns,29.5,2,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,Jake Fraser-McGurk,San Francisco Unicorns,49.5,3.75,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,Jake Fraser-McGurk,San Francisco Unicorns,69.5,4.5,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,Matt Short,San Francisco Unicorns,9.5,1.22,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,Matt Short,San Francisco Unicorns,19.5,1.5,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,Matt Short,San Francisco Unicorns,29.5,1.83,1.83,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,Matt Short,San Francisco Unicorns,29.5,1.83,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,Matt Short,San Francisco Unicorns,49.5,3,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,Matt Short,San Francisco Unicorns,69.5,3.5,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,R Shepherd,San Francisco Unicorns,9.5,1.44,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,R Shepherd,San Francisco Unicorns,19.5,1.9,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,R Shepherd,San Francisco Unicorns,29.5,2.62,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,R Shepherd,San Francisco Unicorns,49.5,8,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,R Shepherd,San Francisco Unicorns,69.5,41,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,S Jahangir,Seattle Orcas,9.5,1.36,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,S Jahangir,Seattle Orcas,18.5,1.83,1.83,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,S Jahangir,Seattle Orcas,19.5,1.8,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,S Jahangir,Seattle Orcas,29.5,2.37,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,S Jahangir,Seattle Orcas,49.5,4.5,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,S Jahangir,Seattle Orcas,69.5,6.5,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,S Krishnamurthi,San Francisco Unicorns,9.5,1.3,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,S Krishnamurthi,San Francisco Unicorns,19.5,1.66,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,S Krishnamurthi,San Francisco Unicorns,21.5,1.83,1.83,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,S Krishnamurthi,San Francisco Unicorns,29.5,2.1,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,S Krishnamurthi,San Francisco Unicorns,49.5,4,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,S Krishnamurthi,San Francisco Unicorns,69.5,6.5,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,S Raza,Seattle Orcas,9.5,1.28,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,S Raza,Seattle Orcas,19.5,1.66,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,S Raza,Seattle Orcas,29.5,2.1,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,S Raza,Seattle Orcas,49.5,3.75,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,S Raza,Seattle Orcas,69.5,15,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,Shimron Hetmyer,Seattle Orcas,9.5,1.28,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,Shimron Hetmyer,Seattle Orcas,19.5,1.61,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,Shimron Hetmyer,Seattle Orcas,29.5,2,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,Shimron Hetmyer,Seattle Orcas,49.5,3.25,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,Shimron Hetmyer,Seattle Orcas,69.5,7,NA,Player Runs,Bet365
