match,player_name,player_team,line,over_price,under_price,market,agency
Texas Super Kings v MI New York,CP Savage,Texas Super Kings,9.5,1.36,NA,Player Runs,Bet365
Texas Super Kings v MI New York,CP Savage,Texas Super Kings,19.5,1.8,NA,Player Runs,Bet365
Texas Super Kings v MI New York,CP Savage,Texas Super Kings,29.5,2.37,NA,Player Runs,Bet365
Texas Super Kings v MI New York,CP Savage,Texas Super Kings,49.5,8,NA,Player Runs,Bet365
Texas Super Kings v MI New York,CP Savage,Texas Super Kings,69.5,34,NA,Player Runs,Bet365
Texas Super Kings v MI New York,D Ferreira,Texas Super Kings,9.5,1.28,NA,Player Runs,Bet365
Texas Super Kings v MI New York,D Ferreira,Texas Super Kings,19.5,1.66,NA,Player Runs,Bet365
Texas Super Kings v MI New York,D Ferreira,Texas Super Kings,29.5,2.1,NA,Player Runs,Bet365
Texas Super Kings v MI New York,D Ferreira,Texas Super Kings,49.5,4,NA,Player Runs,Bet365
Texas Super Kings v MI New York,D Ferreira,Texas Super Kings,69.5,17,NA,Player Runs,Bet365
Texas Super Kings v MI New York,Faf du Plessis,Texas Super Kings,9.5,1.22,NA,Player Runs,Bet365
Texas Super Kings v MI New York,Faf du Plessis,Texas Super Kings,19.5,1.44,NA,Player Runs,Bet365
Texas Super Kings v MI New York,Faf du Plessis,Texas Super Kings,26.5,1.83,1.83,Player Runs,Bet365
Texas Super Kings v MI New York,Faf du Plessis,Texas Super Kings,29.5,1.72,NA,Player Runs,Bet365
Texas Super Kings v MI New York,Faf du Plessis,Texas Super Kings,49.5,3.25,NA,Player Runs,Bet365
Texas Super Kings v MI New York,Faf du Plessis,Texas Super Kings,69.5,3.5,NA,Player Runs,Bet365
Texas Super Kings v MI New York,H Richards,MI New York,9.5,1.36,NA,Player Runs,Bet365
Texas Super Kings v MI New York,H Richards,MI New York,19.5,1.8,NA,Player Runs,Bet365
Texas Super Kings v MI New York,H Richards,MI New York,29.5,2.37,NA,Player Runs,Bet365
Texas Super Kings v MI New York,H Richards,MI New York,49.5,5,NA,Player Runs,Bet365
Texas Super Kings v MI New York,H Richards,MI New York,69.5,23,NA,Player Runs,Bet365
Texas Super Kings v MI New York,KA Pollard,MI New York,9.5,1.28,NA,Player Runs,Bet365
Texas Super Kings v MI New York,KA Pollard,MI New York,19.5,1.61,NA,Player Runs,Bet365
Texas Super Kings v MI New York,KA Pollard,MI New York,29.5,2,NA,Player Runs,Bet365
Texas Super Kings v MI New York,KA Pollard,MI New York,49.5,3.25,NA,Player Runs,Bet365
Texas Super Kings v MI New York,KA Pollard,MI New York,69.5,7,NA,Player Runs,Bet365
Texas Super Kings v MI New York,M Patel,MI New York,9.5,1.3,NA,Player Runs,Bet365
Texas Super Kings v MI New York,M Patel,MI New York,19.5,1.66,NA,Player Runs,Bet365
Texas Super Kings v MI New York,M Patel,MI New York,20.5,1.83,1.83,Player Runs,Bet365
Texas Super Kings v MI New York,M Patel,MI New York,29.5,2.1,NA,Player Runs,Bet365
Texas Super Kings v MI New York,M Patel,MI New York,49.5,4.33,NA,Player Runs,Bet365
Texas Super Kings v MI New York,M Patel,MI New York,69.5,5.5,NA,Player Runs,Bet365
Texas Super Kings v MI New York,MG Bracewell,MI New York,9.5,1.28,NA,Player Runs,Bet365
Texas Super Kings v MI New York,MG Bracewell,MI New York,19.5,1.61,NA,Player Runs,Bet365
Texas Super Kings v MI New York,MG Bracewell,MI New York,21.5,1.83,1.83,Player Runs,Bet365
Texas Super Kings v MI New York,MG Bracewell,MI New York,29.5,2,NA,Player Runs,Bet365
Texas Super Kings v MI New York,MG Bracewell,MI New York,49.5,4.33,NA,Player Runs,Bet365
Texas Super Kings v MI New York,MG Bracewell,MI New York,69.5,5,NA,Player Runs,Bet365
Texas Super Kings v MI New York,Marcus Stoinis,Texas Super Kings,22.5,1.83,1.83,Player Runs,Bet365
Texas Super Kings v MI New York,Nicholas Pooran,MI New York,9.5,1.25,NA,Player Runs,Bet365
Texas Super Kings v MI New York,Nicholas Pooran,MI New York,19.5,1.53,NA,Player Runs,Bet365
Texas Super Kings v MI New York,Nicholas Pooran,MI New York,25.5,1.83,1.83,Player Runs,Bet365
Texas Super Kings v MI New York,Nicholas Pooran,MI New York,29.5,1.83,NA,Player Runs,Bet365
Texas Super Kings v MI New York,Nicholas Pooran,MI New York,49.5,3.25,NA,Player Runs,Bet365
Texas Super Kings v MI New York,Nicholas Pooran,MI New York,69.5,4,NA,Player Runs,Bet365
Texas Super Kings v MI New York,Quinton de Kock,MI New York,9.5,1.25,NA,Player Runs,Bet365
Texas Super Kings v MI New York,Quinton de Kock,MI New York,19.5,1.53,NA,Player Runs,Bet365
Texas Super Kings v MI New York,Quinton de Kock,MI New York,25.5,1.83,1.83,Player Runs,Bet365
Texas Super Kings v MI New York,Quinton de Kock,MI New York,29.5,1.83,NA,Player Runs,Bet365
Texas Super Kings v MI New York,Quinton de Kock,MI New York,49.5,3.5,NA,Player Runs,Bet365
Texas Super Kings v MI New York,Quinton de Kock,MI New York,69.5,4,NA,Player Runs,Bet365
Texas Super Kings v MI New York,S Mukkamalla,Texas Super Kings,9.5,1.25,NA,Player Runs,Bet365
Texas Super Kings v MI New York,S Mukkamalla,Texas Super Kings,19.5,1.57,NA,Player Runs,Bet365
Texas Super Kings v MI New York,S Mukkamalla,Texas Super Kings,21.5,1.83,1.83,Player Runs,Bet365
Texas Super Kings v MI New York,S Mukkamalla,Texas Super Kings,29.5,1.9,NA,Player Runs,Bet365
Texas Super Kings v MI New York,S Mukkamalla,Texas Super Kings,49.5,4,NA,Player Runs,Bet365
Texas Super Kings v MI New York,S Mukkamalla,Texas Super Kings,69.5,4.33,NA,Player Runs,Bet365
Texas Super Kings v MI New York,S Patel,Texas Super Kings,9.5,1.3,NA,Player Runs,Bet365
Texas Super Kings v MI New York,S Patel,Texas Super Kings,19.5,1.66,NA,Player Runs,Bet365
Texas Super Kings v MI New York,S Patel,Texas Super Kings,20.5,1.83,1.83,Player Runs,Bet365
Texas Super Kings v MI New York,S Patel,Texas Super Kings,29.5,2.1,NA,Player Runs,Bet365
Texas Super Kings v MI New York,S Patel,Texas Super Kings,49.5,4.33,NA,Player Runs,Bet365
Texas Super Kings v MI New York,S Patel,Texas Super Kings,69.5,5.5,NA,Player Runs,Bet365
Texas Super Kings v MI New York,S Ranjane,Texas Super Kings,9.5,1.44,NA,Player Runs,Bet365
Texas Super Kings v MI New York,S Ranjane,Texas Super Kings,19.5,2,NA,Player Runs,Bet365
Texas Super Kings v MI New York,S Ranjane,Texas Super Kings,29.5,2.62,NA,Player Runs,Bet365
Texas Super Kings v MI New York,S Ranjane,Texas Super Kings,49.5,5,NA,Player Runs,Bet365
Texas Super Kings v MI New York,S Ranjane,Texas Super Kings,69.5,17,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,A Jones,Seattle Orcas,9.5,1.36,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,A Jones,Seattle Orcas,18.5,1.83,1.83,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,A Jones,Seattle Orcas,19.5,1.83,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,A Jones,Seattle Orcas,29.5,2.5,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,A Jones,Seattle Orcas,49.5,5,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,A Jones,Seattle Orcas,69.5,7,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,FH Allen,San Francisco Unicorns,9.5,1.22,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,FH Allen,San Francisco Unicorns,19.5,1.5,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,FH Allen,San Francisco Unicorns,26.5,1.83,1.83,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,FH Allen,San Francisco Unicorns,29.5,1.8,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,FH Allen,San Francisco Unicorns,49.5,3,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,FH Allen,San Francisco Unicorns,69.5,3.5,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,H Klaasen,Seattle Orcas,9.5,1.25,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,H Klaasen,Seattle Orcas,19.5,1.53,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,H Klaasen,Seattle Orcas,26.5,1.83,1.83,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,H Klaasen,Seattle Orcas,29.5,1.83,NA,Player Runs,Bet365
San Francisco Unicorns v Seattle Orcas,H Klaasen,Seattle Orcas,49.5,3,NA,Player Runs,Bet365
