match,market,team,home_team,away_team,line,over_price,under_price,agency
Washington Freedom v San Francisco Unicorns,Fall of 1st Wicket,Washington Freedom,Washington Freedom,San Francisco Unicorns,24.5,1.83,1.83,Sportsbet
