match,market,home_team,away_team,team,price,agency
Texas Super Kings v MI New York,Highest Opening Partnership,Texas Super Kings,MI New York,Texas Super Kings,1.9,Sportsbet
Texas Super Kings v MI New York,Highest Opening Partnership,Texas Super Kings,MI New York,Draw,34,Sportsbet
Texas Super Kings v MI New York,Highest Opening Partnership,Texas Super Kings,MI New York,MI New York,1.92,Sportsbet
San Francisco Unicorns v Seattle Orcas,Highest Opening Partnership,San Francisco Unicorns,Seattle Orcas,San Francisco Unicorns,1.58,Sportsbet
San Francisco Unicorns v Seattle Orcas,Highest Opening Partnership,San Francisco Unicorns,Seattle Orcas,Draw,34,Sportsbet
San Francisco Unicorns v Seattle Orcas,Highest Opening Partnership,San Francisco Unicorns,Seattle Orcas,Seattle Orcas,2.43,Sportsbet
