match,market,team,home_team,away_team,line,over_price,under_price,agency
San Francisco Unicorns v Texas Super Kings,Fall of 1st Wicket,San Francisco Unicorns,San Francisco Unicorns,Texas Super Kings,18.5,1.83,1.83,Sportsbet
