match,market,home_team,away_team,team,price,agency
Texas Super Kings v MI New York,Team To Score Most Sixes,Texas Super Kings,MI New York,Texas Super Kings,1.95,Bet365
Texas Super Kings v MI New York,Team To Score Most Sixes,Texas Super Kings,MI New York,Tie,9.5,Bet365
Texas Super Kings v MI New York,Team To Score Most Sixes,Texas Super Kings,MI New York,MI New York,2.05,Bet365
San Francisco Unicorns v Seattle Orcas,Team To Score Most Sixes,San Francisco Unicorns,Seattle Orcas,San Francisco Unicorns,1.66,Bet365
San Francisco Unicorns v Seattle Orcas,Team To Score Most Sixes,San Francisco Unicorns,Seattle Orcas,Tie,9.5,Bet365
San Francisco Unicorns v Seattle Orcas,Team To Score Most Sixes,San Francisco Unicorns,Seattle Orcas,Seattle Orcas,2.4,Bet365
