match,market,team,line,over_price,under_price,agency
Galle Marvels v Jaffna Kings,Fall of 1st Wicket,Galle Marvels,20.5,1.95,1.76,TopSport
Galle Marvels v Jaffna Kings,Fall of 1st Wicket,Jaffna Kings,21.5,1.85,1.85,TopSport
Colombo Strikers v Kandy Falcons,Fall of 1st Wicket,Colombo Strikers,19.5,1.91,1.79,TopSport
Colombo Strikers v Kandy Falcons,Fall of 1st Wicket,Kandy Falcons,21.5,1.77,1.94,TopSport
