match,market,home_team,away_team,player_name,player_team,opposition_team,price,agency
Galle Marvels v Jaffna Kings,Top Team Wicket Taker,Galle Marvels,Jaffna Kings,Dwaine Pretorius,Galle Marvels,Jaffna Kings,4.9,Sportsbet
Galle Marvels v Jaffna Kings,Top Team Wicket Taker,Galle Marvels,Jaffna Kings,Isuru Udana,Galle Marvels,Jaffna Kings,4.8,Sportsbet
Galle Marvels v Jaffna Kings,Top Team Wicket Taker,Galle Marvels,Jaffna Kings,Kavindu Nadeeshan,Galle Marvels,Jaffna Kings,4.9,Sportsbet
Galle Marvels v Jaffna Kings,Top Team Wicket Taker,Galle Marvels,Jaffna Kings,Lahiru Kumara,Galle Marvels,Jaffna Kings,4.6,Sportsbet
Galle Marvels v Jaffna Kings,Top Team Wicket Taker,Galle Marvels,Jaffna Kings,Morawakage Maheesh Theekshana,Galle Marvels,Jaffna Kings,4.2,Sportsbet
Galle Marvels v Jaffna Kings,Top Team Wicket Taker,Galle Marvels,Jaffna Kings,Jeffrey Vandersay,Galle Marvels,Jaffna Kings,5.75,Sportsbet
Galle Marvels v Jaffna Kings,Top Team Wicket Taker,Galle Marvels,Jaffna Kings,Malsha Tharupathi,Galle Marvels,Jaffna Kings,5.3,Sportsbet
Galle Marvels v Jaffna Kings,Top Team Wicket Taker,Galle Marvels,Jaffna Kings,Mujeeb Ur Rahman Zadran,Galle Marvels,Jaffna Kings,5,Sportsbet
Galle Marvels v Jaffna Kings,Top Team Wicket Taker,Galle Marvels,Jaffna Kings,Prabath Jayasuriya,Galle Marvels,Jaffna Kings,5.3,Sportsbet
Galle Marvels v Jaffna Kings,Top Team Wicket Taker,Galle Marvels,Jaffna Kings,Zahoor Khan,Galle Marvels,Jaffna Kings,5.7,Sportsbet
Galle Marvels v Jaffna Kings,Top Team Wicket Taker,Galle Marvels,Jaffna Kings,Mohamed Shiraz,Galle Marvels,Jaffna Kings,6,Sportsbet
Galle Marvels v Jaffna Kings,Top Team Wicket Taker,Galle Marvels,Jaffna Kings,Sean Williams,Galle Marvels,Jaffna Kings,6.25,Sportsbet
Galle Marvels v Jaffna Kings,Top Team Wicket Taker,Galle Marvels,Jaffna Kings,Sahan Arachchige,Galle Marvels,Jaffna Kings,8.25,Sportsbet
Colombo Strikers v Kandy Falcons,Top Team Wicket Taker,Colombo Strikers,Kandy Falcons,Shadab Khan,Colombo Strikers,Kandy Falcons,3.8,Sportsbet
Colombo Strikers v Kandy Falcons,Top Team Wicket Taker,Colombo Strikers,Kandy Falcons,Matheesha Pathirana,Colombo Strikers,Kandy Falcons,4,Sportsbet
Colombo Strikers v Kandy Falcons,Top Team Wicket Taker,Colombo Strikers,Kandy Falcons,Binura Fernando,Colombo Strikers,Kandy Falcons,5.2,Sportsbet
Colombo Strikers v Kandy Falcons,Top Team Wicket Taker,Colombo Strikers,Kandy Falcons,Dunith Nethmika Wellalage,Colombo Strikers,Kandy Falcons,5.6,Sportsbet
