match,market,team,line,over_price,under_price,agency
Galle Marvels v Jaffna Kings,6 Over Total Runs,Galle Marvels,48.5,1.83,1.83,Sportsbet
Galle Marvels v Jaffna Kings,6 Over Total Runs,Jaffna Kings,50.5,1.83,1.83,Sportsbet
Colombo Strikers v Kandy Falcons,6 Over Total Runs,Colombo Strikers,50.5,1.83,1.83,Sportsbet
Colombo Strikers v Kandy Falcons,6 Over Total Runs,Kandy Falcons,49.5,1.83,1.83,Sportsbet
