match,market,team,line,over_price,under_price,agency
Galle Marvels v Jaffna Kings,Fall of 1st Wicket,Galle Marvels,20.5,1.83,1.83,Sportsbet
Colombo Strikers v Kandy Falcons,Fall of 1st Wicket,Colombo Strikers,19.5,1.83,1.83,Sportsbet
