match,market,team,line,over_price,under_price,agency
Galle Marvels v Jaffna Kings,First Over Runs,Galle Marvels,6.5,2,1.75,TAB
Galle Marvels v Jaffna Kings,First Over Runs,Jaffna Kings,6.5,2,1.75,TAB
Colombo Strikers v Kandy Falcons,First Over Runs,Colombo Strikers,6.5,2,1.75,TAB
Colombo Strikers v Kandy Falcons,First Over Runs,Kan,6.5,2,1.75,TAB
