match,market,team,line,over_price,under_price,agency
Dambulla Sixers v Colombo Strikers,First Over Runs,Dambulla Sixers,5.5,1.83,1.83,Sportsbet
Dambulla Sixers v Colombo Strikers,First Over Runs,Colombo Strikers,6.5,1.83,1.8,Sportsbet
