match,market_name,home_team,home_win,away_team,away_win,margin,agency
Galle Marvels v Jaffna Kings,Head To Head,Galle Marvels,2,Jaffna Kings,1.8,1.056,Sportsbet
Colombo Strikers v Kandy Falcons,Head To Head,Colombo Strikers,1.8,Kandy Falcons,2,1.056,Sportsbet
