match,market,home_team,away_team,player_name,player_team,opposition_team,line,over_price,under_price,agency
Dambulla Sixers v Colombo Strikers,Player Wickets,Dambulla Sixers,Colombo Strikers,Matheesha Pathirana,Colombo Strikers,Dambulla Sixers,0.5,1.35,NA,TopSport
Dambulla Sixers v Colombo Strikers,Player Wickets,Dambulla Sixers,Colombo Strikers,Matheesha Pathirana,Colombo Strikers,Dambulla Sixers,1.5,2.1,1.67,TopSport
Dambulla Sixers v Colombo Strikers,Player Wickets,Dambulla Sixers,Colombo Strikers,Matheesha Pathirana,Colombo Strikers,Dambulla Sixers,2.5,4,NA,TopSport
Dambulla Sixers v Colombo Strikers,Player Wickets,Dambulla Sixers,Colombo Strikers,Matheesha Pathirana,Colombo Strikers,Dambulla Sixers,3.5,7,NA,TopSport
Dambulla Sixers v Colombo Strikers,Player Wickets,Dambulla Sixers,Colombo Strikers,Nuwan Pradeep,Dambulla Sixers,Colombo Strikers,0.5,1.3,NA,TopSport
Dambulla Sixers v Colombo Strikers,Player Wickets,Dambulla Sixers,Colombo Strikers,Nuwan Pradeep,Dambulla Sixers,Colombo Strikers,1.5,2.25,1.57,TopSport
Dambulla Sixers v Colombo Strikers,Player Wickets,Dambulla Sixers,Colombo Strikers,Nuwan Pradeep,Dambulla Sixers,Colombo Strikers,2.5,4,NA,TopSport
Dambulla Sixers v Colombo Strikers,Player Wickets,Dambulla Sixers,Colombo Strikers,Nuwan Pradeep,Dambulla Sixers,Colombo Strikers,3.5,8,NA,TopSport
Dambulla Sixers v Colombo Strikers,Player Wickets,Dambulla Sixers,Colombo Strikers,Nuwan Thushara,Dambulla Sixers,Colombo Strikers,0.5,1.27,NA,TopSport
Dambulla Sixers v Colombo Strikers,Player Wickets,Dambulla Sixers,Colombo Strikers,Nuwan Thushara,Dambulla Sixers,Colombo Strikers,1.5,2.4,1.51,TopSport
Dambulla Sixers v Colombo Strikers,Player Wickets,Dambulla Sixers,Colombo Strikers,Nuwan Thushara,Dambulla Sixers,Colombo Strikers,2.5,4,NA,TopSport
Dambulla Sixers v Colombo Strikers,Player Wickets,Dambulla Sixers,Colombo Strikers,Nuwan Thushara,Dambulla Sixers,Colombo Strikers,3.5,8,NA,TopSport
Dambulla Sixers v Colombo Strikers,Player Wickets,Dambulla Sixers,Colombo Strikers,Shadab Khan,Colombo Strikers,Dambulla Sixers,0.5,1.25,NA,TopSport
Dambulla Sixers v Colombo Strikers,Player Wickets,Dambulla Sixers,Colombo Strikers,Shadab Khan,Colombo Strikers,Dambulla Sixers,1.5,2.3,1.55,TopSport
Dambulla Sixers v Colombo Strikers,Player Wickets,Dambulla Sixers,Colombo Strikers,Shadab Khan,Colombo Strikers,Dambulla Sixers,2.5,4,NA,TopSport
Dambulla Sixers v Colombo Strikers,Player Wickets,Dambulla Sixers,Colombo Strikers,Shadab Khan,Colombo Strikers,Dambulla Sixers,3.5,8,NA,TopSport
