match,market,team,line,over_price,under_price,agency
Galle Marvels v Jaffna Kings,Fall of 1st Wicket,Galle Marvels,22.5,1.85,1.85,TAB
Galle Marvels v Jaffna Kings,Fall of 1st Wicket,Jaffna Kings,22.5,1.85,1.85,TAB
Colombo Strikers v Kandy Falcons,Fall of 1st Wicket,Colombo Strikers,21.5,1.85,1.85,TAB
Colombo Strikers v Kandy Falcons,Fall of 1st Wicket,Kan,21.5,1.9,1.8,TAB
