match,market,team,line,over_price,under_price,agency
Adelaide v Sydney Thunder,Team Total 4s,Adelaide Strikers,13.5,1.85,1.85,TAB
Adelaide v Sydney Thunder,Team Total 4s,SyT,13.5,1.95,1.75,TAB
