match,market_name,home_team,home_win,away_team,away_win,margin,agency
Melbourne Stars v Melbourne Renegades,Head To Head,Melbourne Stars,1.69,Melbourne Renegades,2.18,1.05,Sportsbet
Hobart Hurricanes v Adelaide Strikers,Head To Head,Hobart Hurricanes,1.71,Adelaide Strikers,2.14,1.052,Sportsbet
Brisbane Heat v Sydney Thunder,Head To Head,Brisbane Heat,1.79,Sydney Thunder,2.03,1.051,Sportsbet
