match,market,home_team,away_team,player_name,line,over_price,agency
Brisbane Heat v Sydney Thunder,Number of 6s,Brisbane Heat,Sydney Thunder,Matthew Renshaw,0.5,1.8,TAB
Brisbane Heat v Sydney Thunder,Number of 6s,Brisbane Heat,Sydney Thunder,Nathan McSweeney,0.5,2.2,TAB
Brisbane Heat v Sydney Thunder,Number of 6s,Brisbane Heat,Sydney Thunder,David Warner,1.5,2.25,TAB
Brisbane Heat v Sydney Thunder,Number of 6s,Brisbane Heat,Sydney Thunder,Ollie Davies,1.5,2.75,TAB
Brisbane Heat v Sydney Thunder,Number of 6s,Brisbane Heat,Sydney Thunder,Sam Billings,1.5,2.9,TAB
Brisbane Heat v Sydney Thunder,Number of 6s,Brisbane Heat,Sydney Thunder,Matthew Gilkes,1.5,3.5,TAB
Brisbane Heat v Sydney Thunder,Number of 6s,Brisbane Heat,Sydney Thunder,Colin Munro,1.5,2.25,TAB
Brisbane Heat v Sydney Thunder,Number of 6s,Brisbane Heat,Sydney Thunder,Matthew Renshaw,1.5,2.75,TAB
Brisbane Heat v Sydney Thunder,Number of 6s,Brisbane Heat,Sydney Thunder,Nathan McSweeney,1.5,3.8,TAB
Brisbane Heat v Sydney Thunder,Number of 6s,Brisbane Heat,Sydney Thunder,David Warner,2.5,3,TAB
Brisbane Heat v Sydney Thunder,Number of 6s,Brisbane Heat,Sydney Thunder,Ollie Davies,2.5,4.25,TAB
Brisbane Heat v Sydney Thunder,Number of 6s,Brisbane Heat,Sydney Thunder,Sam Billings,2.5,4.5,TAB
Brisbane Heat v Sydney Thunder,Number of 6s,Brisbane Heat,Sydney Thunder,Matthew Gilkes,2.5,6,TAB
Brisbane Heat v Sydney Thunder,Number of 6s,Brisbane Heat,Sydney Thunder,Colin Munro,2.5,3.2,TAB
Brisbane Heat v Sydney Thunder,Number of 6s,Brisbane Heat,Sydney Thunder,Matthew Renshaw,2.5,4.25,TAB
Brisbane Heat v Sydney Thunder,Number of 6s,Brisbane Heat,Sydney Thunder,Nathan McSweeney,2.5,7.5,TAB
Perth Scorchers v Melbourne Renegades,Number of 4s,Perth Scorchers,Melbourne Renegades,Josh Brown,0.5,1.3,TAB
Perth Scorchers v Melbourne Renegades,Number of 4s,Perth Scorchers,Melbourne Renegades,Jacob Bethell,0.5,1.36,TAB
Perth Scorchers v Melbourne Renegades,Number of 4s,Perth Scorchers,Melbourne Renegades,Tim Seifert,0.5,1.25,TAB
Perth Scorchers v Melbourne Renegades,Number of 4s,Perth Scorchers,Melbourne Renegades,Jake Fraser McGurk,0.5,1.35,TAB
Perth Scorchers v Melbourne Renegades,Number of 4s,Perth Scorchers,Melbourne Renegades,Finn Allen,0.5,1.28,TAB
Perth Scorchers v Melbourne Renegades,Number of 4s,Perth Scorchers,Melbourne Renegades,Cooper Connolly,0.5,1.22,TAB
Perth Scorchers v Melbourne Renegades,Number of 4s,Perth Scorchers,Melbourne Renegades,Matthew Hurst,0.5,1.36,TAB
Perth Scorchers v Melbourne Renegades,Number of 4s,Perth Scorchers,Melbourne Renegades,Mitchell Marsh,0.5,1.25,TAB
Perth Scorchers v Melbourne Renegades,Number of 4s,Perth Scorchers,Melbourne Renegades,Josh Brown,1.5,1.6,TAB
Perth Scorchers v Melbourne Renegades,Number of 4s,Perth Scorchers,Melbourne Renegades,Jacob Bethell,1.5,1.75,TAB
Perth Scorchers v Melbourne Renegades,Number of 4s,Perth Scorchers,Melbourne Renegades,Tim Seifert,1.5,1.55,TAB
Perth Scorchers v Melbourne Renegades,Number of 4s,Perth Scorchers,Melbourne Renegades,Jake Fraser McGurk,1.5,1.7,TAB
Perth Scorchers v Melbourne Renegades,Number of 4s,Perth Scorchers,Melbourne Renegades,Finn Allen,1.5,1.57,TAB
Perth Scorchers v Melbourne Renegades,Number of 4s,Perth Scorchers,Melbourne Renegades,Cooper Connolly,1.5,1.45,TAB
Perth Scorchers v Melbourne Renegades,Number of 4s,Perth Scorchers,Melbourne Renegades,Matthew Hurst,1.5,1.75,TAB
Perth Scorchers v Melbourne Renegades,Number of 4s,Perth Scorchers,Melbourne Renegades,Mitchell Marsh,1.5,1.5,TAB
Perth Scorchers v Melbourne Renegades,Number of 4s,Perth Scorchers,Melbourne Renegades,Josh Brown,2.5,2.2,TAB
Perth Scorchers v Melbourne Renegades,Number of 4s,Perth Scorchers,Melbourne Renegades,Jacob Bethell,2.5,2.5,TAB
Perth Scorchers v Melbourne Renegades,Number of 4s,Perth Scorchers,Melbourne Renegades,Tim Seifert,2.5,2.1,TAB
Perth Scorchers v Melbourne Renegades,Number of 4s,Perth Scorchers,Melbourne Renegades,Jake Fraser McGurk,2.5,2.4,TAB
Perth Scorchers v Melbourne Renegades,Number of 4s,Perth Scorchers,Melbourne Renegades,Finn Allen,2.5,2.15,TAB
Perth Scorchers v Melbourne Renegades,Number of 4s,Perth Scorchers,Melbourne Renegades,Cooper Connolly,2.5,1.9,TAB
Perth Scorchers v Melbourne Renegades,Number of 4s,Perth Scorchers,Melbourne Renegades,Matthew Hurst,2.5,2.5,TAB
Perth Scorchers v Melbourne Renegades,Number of 4s,Perth Scorchers,Melbourne Renegades,Mitchell Marsh,2.5,2,TAB
Perth Scorchers v Melbourne Renegades,Number of 4s,Perth Scorchers,Melbourne Renegades,Josh Brown,3.5,2.8,TAB
Perth Scorchers v Melbourne Renegades,Number of 4s,Perth Scorchers,Melbourne Renegades,Jacob Bethell,3.5,3.2,TAB
Perth Scorchers v Melbourne Renegades,Number of 4s,Perth Scorchers,Melbourne Renegades,Tim Seifert,3.5,2.7,TAB
Perth Scorchers v Melbourne Renegades,Number of 4s,Perth Scorchers,Melbourne Renegades,Jake Fraser McGurk,3.5,3,TAB
Perth Scorchers v Melbourne Renegades,Number of 4s,Perth Scorchers,Melbourne Renegades,Finn Allen,3.5,2.8,TAB
Perth Scorchers v Melbourne Renegades,Number of 4s,Perth Scorchers,Melbourne Renegades,Cooper Connolly,3.5,2.5,TAB
Perth Scorchers v Melbourne Renegades,Number of 4s,Perth Scorchers,Melbourne Renegades,Matthew Hurst,3.5,3.2,TAB
Perth Scorchers v Melbourne Renegades,Number of 4s,Perth Scorchers,Melbourne Renegades,Mitchell Marsh,3.5,2.6,TAB
Perth Scorchers v Melbourne Renegades,Number of 4s,Perth Scorchers,Melbourne Renegades,Josh Brown,4.5,4,TAB
Perth Scorchers v Melbourne Renegades,Number of 4s,Perth Scorchers,Melbourne Renegades,Jacob Bethell,4.5,5,TAB
Perth Scorchers v Melbourne Renegades,Number of 4s,Perth Scorchers,Melbourne Renegades,Tim Seifert,4.5,3.8,TAB
Perth Scorchers v Melbourne Renegades,Number of 4s,Perth Scorchers,Melbourne Renegades,Jake Fraser McGurk,4.5,4.5,TAB
Perth Scorchers v Melbourne Renegades,Number of 4s,Perth Scorchers,Melbourne Renegades,Finn Allen,4.5,4,TAB
Perth Scorchers v Melbourne Renegades,Number of 4s,Perth Scorchers,Melbourne Renegades,Cooper Connolly,4.5,3.45,TAB
Perth Scorchers v Melbourne Renegades,Number of 4s,Perth Scorchers,Melbourne Renegades,Matthew Hurst,4.5,5,TAB
Perth Scorchers v Melbourne Renegades,Number of 4s,Perth Scorchers,Melbourne Renegades,Mitchell Marsh,4.5,3.5,TAB
Perth Scorchers v Melbourne Renegades,Number of 6s,Perth Scorchers,Melbourne Renegades,Josh Brown,0.5,1.75,TAB
Perth Scorchers v Melbourne Renegades,Number of 6s,Perth Scorchers,Melbourne Renegades,Jake Fraser McGurk,0.5,1.75,TAB
Perth Scorchers v Melbourne Renegades,Number of 6s,Perth Scorchers,Melbourne Renegades,Tim Seifert,0.5,1.85,TAB
Perth Scorchers v Melbourne Renegades,Number of 6s,Perth Scorchers,Melbourne Renegades,Jacob Bethell,0.5,1.95,TAB
Perth Scorchers v Melbourne Renegades,Number of 6s,Perth Scorchers,Melbourne Renegades,Finn Allen,0.5,1.6,TAB
Perth Scorchers v Melbourne Renegades,Number of 6s,Perth Scorchers,Melbourne Renegades,Cooper Connolly,0.5,1.7,TAB
Perth Scorchers v Melbourne Renegades,Number of 6s,Perth Scorchers,Melbourne Renegades,Mitchell Marsh,0.5,1.7,TAB
Perth Scorchers v Melbourne Renegades,Number of 6s,Perth Scorchers,Melbourne Renegades,Matthew Hurst,0.5,2.25,TAB
Perth Scorchers v Melbourne Renegades,Number of 6s,Perth Scorchers,Melbourne Renegades,Josh Brown,1.5,2.6,TAB
Perth Scorchers v Melbourne Renegades,Number of 6s,Perth Scorchers,Melbourne Renegades,Jake Fraser McGurk,1.5,2.6,TAB
Perth Scorchers v Melbourne Renegades,Number of 6s,Perth Scorchers,Melbourne Renegades,Tim Seifert,1.5,2.9,TAB
Perth Scorchers v Melbourne Renegades,Number of 6s,Perth Scorchers,Melbourne Renegades,Jacob Bethell,1.5,3.2,TAB
Perth Scorchers v Melbourne Renegades,Number of 6s,Perth Scorchers,Melbourne Renegades,Finn Allen,1.5,2.25,TAB
Perth Scorchers v Melbourne Renegades,Number of 6s,Perth Scorchers,Melbourne Renegades,Cooper Connolly,1.5,2.5,TAB
Perth Scorchers v Melbourne Renegades,Number of 6s,Perth Scorchers,Melbourne Renegades,Mitchell Marsh,1.5,2.5,TAB
Perth Scorchers v Melbourne Renegades,Number of 6s,Perth Scorchers,Melbourne Renegades,Matthew Hurst,1.5,4,TAB
Perth Scorchers v Melbourne Renegades,Number of 6s,Perth Scorchers,Melbourne Renegades,Josh Brown,2.5,4,TAB
Perth Scorchers v Melbourne Renegades,Number of 6s,Perth Scorchers,Melbourne Renegades,Jake Fraser McGurk,2.5,4,TAB
Perth Scorchers v Melbourne Renegades,Number of 6s,Perth Scorchers,Melbourne Renegades,Tim Seifert,2.5,4.5,TAB
Perth Scorchers v Melbourne Renegades,Number of 6s,Perth Scorchers,Melbourne Renegades,Jacob Bethell,2.5,5.5,TAB
Perth Scorchers v Melbourne Renegades,Number of 6s,Perth Scorchers,Melbourne Renegades,Finn Allen,2.5,3.2,TAB
Perth Scorchers v Melbourne Renegades,Number of 6s,Perth Scorchers,Melbourne Renegades,Cooper Connolly,2.5,3.8,TAB
Perth Scorchers v Melbourne Renegades,Number of 6s,Perth Scorchers,Melbourne Renegades,Mitchell Marsh,2.5,3.8,TAB
Perth Scorchers v Melbourne Renegades,Number of 6s,Perth Scorchers,Melbourne Renegades,Matthew Hurst,2.5,8,TAB
