match,start_time,market_name,home_team,home_win,away_team,away_win,margin,agency
Sydney Thunder v Melbourne Renegades,2024-12-30T19:15:00Z,Head To Head,Sydney Thunder,1.9,Melbourne Renegades,1.88,1.058,TopSport
Adelaide Strikers v Perth Scorchers,2024-12-31T19:15:00Z,Head To Head,Adelaide Strikers,1.97,Perth Scorchers,1.8,1.063,TopSport
Hobart Hurricanes v Sydney Sixers,2025-01-01T16:00:00Z,Head To Head,Hobart Hurricanes,2.06,Sydney Sixers,1.73,1.063,TopSport
